source,target,weight,description,text_unit_ids,id,human_readable_id,source_degree,target_degree,rank
光学纤维切割机,某光通信公司,1.0,某光通信公司 uses the 光学纤维切割机 for precise cutting of optical fibers in their production process,['2999540b55ee0bc255eb7068816305ca'],9eb8c635538243a690366f8bc1de34e0,217,5,1,6
光学纤维切割机,直流伺服驱动,1.0,直流伺服驱动 is a component of the 光学纤维切割机 that controls the position and movement of the cutting head,['2999540b55ee0bc255eb7068816305ca'],050c5b770d51409cb40f9c52f02d1329,218,5,57,62
光学纤维切割机,切割头,1.0,切割头 is a part of the 光学纤维切割机 that performs the cutting action,['2999540b55ee0bc255eb7068816305ca'],9e12f514d26d48dfab65807568a6cff9,219,5,1,6
光学纤维切割机,XYZ轴机构,1.0,XYZ轴机构 is a mechanism in the 光学纤维切割机 that provides precise control over the cutting head's movement,['2999540b55ee0bc255eb7068816305ca'],97f98b1623104f48aa93196a1f7dede2,220,5,9,14
光学纤维切割机,控制器,1.0,控制器 is the control system that manages the operation of the 光学纤维切割机,['2999540b55ee0bc255eb7068816305ca'],87718ef799a34104b6ef9c2df6621cbc,221,5,56,61
直流伺服驱动,割草机器人,1.0,直流伺服驱动 is a component in the割草机器人that controls its movement and precision,['678f6e80926121e103efae5e48a8c9f2'],f64e87431d674f298c533f6878458b95,222,57,8,65
直流伺服驱动,智能并线机器人装备,1.0,智能并线机器人装备 uses 直流伺服驱动 for high-precision motion control,['26753c1ce00073c23f2d14ce40c0d028'],e6d44d0db58f42799a02eacbd6b14543,223,57,4,61
直流伺服驱动,协作机器人喷涂工位,1.0,直流伺服驱动 is used in the 协作机器人喷涂工位 to control the speed and flow of the painting process,['d50dbe44b899b4cfaf149cb3fd0c4159'],64961fbc3a1641378be10bcb3b0955e1,224,57,5,62
直流伺服驱动,光电吊舱,1.0,直流伺服驱动 is a component of the光电吊舱 used for controlling the three-axis stabilization,['76ea2ccd8defd5fe8f0994abf89a6e31'],59bcc2ec512c4c1ba44272446b419230,225,57,8,65
直流伺服驱动,锂电池卷绕机,1.0,直流伺服驱动 is used in the 锂电池卷绕机 for precise control of winding and tension,['c94be7ba5abf1f79d420aac7fe8bae2e'],8f39ae56f8b54b1b94faf04dbd0b9d11,226,57,6,63
直流伺服驱动,电动夹爪,1.0,直流伺服驱动 is used to control the operation of电动夹爪,['7f8423e6b4a3ab5064e9ff23dcd515ca'],f3018b934ac241639a33c925c24bc507,227,57,5,62
直流伺服驱动,医疗影像设备,1.0,直流伺服驱动 is used in 医疗影像设备 for high-precision control of the motion of the detection components,['e78da4dada0873bf9b05c64978c91bb0'],ddedfd5179e64700adced4803c75cdba,228,57,5,62
直流伺服驱动,RGV,1.0,直流伺服驱动 is used to control the motion of RGV in the logistics industry,['63a2a1cd72ee4aae8514a1b3ac5b4153'],07d501edd4614e1d9d08d01b702688a3,229,57,2,59
直流伺服驱动,物流,1.0,直流伺服驱动 is used in the logistics industry to control the motion of RGV,['63a2a1cd72ee4aae8514a1b3ac5b4153'],f745075dedcf444daa9370cf32403d31,230,57,13,70
直流伺服驱动,自动光伏电池测试设备,1.0,直流伺服驱动 is used in the 自动光伏电池测试设备 for precise motion control,['ead29f227b9db281279d460a522ad9d5'],1ef48284d238405f94190125092a3e28,231,57,6,63
直流伺服驱动,多轴协调控制,1.0,直流伺服驱动 is a component that enables the implementation of 多轴协调控制 in machinery,['b1f91de1c6784988229a450e724fc412'],8806b817446447e3b50f5bc85ff497e1,232,57,3,60
直流伺服驱动,生物实验室液体处理系统,1.0,"直流伺服驱动 is a component of the 生物实验室液体处理系统, used for controlling the liquid pump and transfer tube",['ed9c834c687745e8716e27c3f805a0df'],7303ee20690449db8c168df3fe008bc5,233,57,6,63
直流伺服驱动,激光加工设备,1.0,直流伺服驱动 is a component of the 激光加工设备 used for high-precision control of the XYZ axis and rotary axis,['983e01f7e91373ce4f93fb9b16b82f37'],2f1c535a14b14758bf1cacca81c74878,234,57,5,62
直流伺服驱动,分拣机,1.0,直流伺服驱动 is used in the 分拣机 to control the movement of the sorting arm and conveyor belt,['2eee1b02b02dee003c1775f70f813957'],3b78cc7ce8224afcab3e4bbe550cde10,235,57,5,62
直流伺服驱动,咖啡机,1.0,直流伺服驱动 is a component of the coffee machine used for controlling various functions,['f0cae00083505853fd4004f19fc3d189'],29ec9dd9f5864170a7e75c46c11c0090,236,57,6,63
直流伺服驱动,风力发电机组控制系统,1.0,"直流伺服驱动 is a component of the 风力发电机组控制系统, used for precise control of blade adjustments",['ca322957994b2f23af0e8bcc2550ef68'],7893ee15f0e941cbacad8cc1feaacbaf,237,57,4,61
直流伺服驱动,自动化打包机,1.0,直流伺服驱动 is a key technology used in the automation of the packing machine to control the packing actions,['2554bdac15587d028fa7857848167eb4'],f53397f743ca4d7397c0a694fe787da0,238,57,3,60
直流伺服驱动,协作机器人装配工位,1.0,直流伺服驱动在协作机器人装配工位中用于提供稳定和精确的运动控制,['725fed5878bff0529e13ba809e325469'],0041db9da3694ad397f37c76f8477770,239,57,2,59
直流伺服驱动,驱动器,2.0,"The entities in focus are 直流伺服驱动 (Zhi Liu Fu Drive, or Direct Current Servo Drive) and 驱动器 (Qu Dong Qi, or Motor Driver). The Direct Current Servo Drive is a critical component of Motor Driver technology, specifically designed to control motors within automation systems. The Motor Driver, in turn, is a part of the Direct Current Servo Drive system, utilized to govern the operation of electric motors. These components are integral to the automation sector, facilitating precise control over motor functions in various industrial applications.",['69ddcc4f6ff5df8aa797fee7694ff710' '725fed5878bff0529e13ba809e325469'],a7c2a64e06374091adce74adb36801ab,240,57,28,85
直流伺服驱动,自动化冲压机,1.0,直流伺服驱动 is used in the automation of the 冲压机 for high-precision pressing of parts,['b310460babc9fa725ad47320c61e0086'],107568a67cac472c89dfce4bbe11157c,241,57,2,59
直流伺服驱动,机械手和平台运动控制,1.0,直流伺服驱动 is used to control the mechanical arm and platform in the 机械手和平台运动控制,['ae030c245f17423575510c619741160a'],3d78aa9d14714ac189e4020f78b15d24,242,57,4,61
直流伺服驱动,印刷电路板钻孔机,1.0,直流伺服驱动 is used in the 印刷电路板钻孔机 to provide precise control over the drill head movement,['c4ca69bc6be35c42c4725a35a741befa'],ce0366abadef410d9b65e2bfbbf0b0f9,243,57,4,61
直流伺服驱动,锂电池分选机,1.0,直流伺服驱动 is used in the 锂电池分选机 to control the conveyor system and sorting mechanism,['efb5708268afc67a61b9f35e5fd9b376'],f4370806deb84d0eb7e85e742e7d4bbf,244,57,5,62
直流伺服驱动,生化反应器控制,1.0,"直流伺服驱动 is a component of the 生化反应器控制 system, used for controlling temperature and stirring",['40b1d0a5efd1684b5a5bb486a1b454db'],c92392d168c2443e8ed7b04992d0c92b,245,57,6,63
直流伺服驱动,自动焊接机,1.0,自动焊接机 uses the 直流伺服驱动 to control the motion of the welding head for high-precision welding,['69db1015cf2586f3740f46c919eb8e25'],b5800c807edd4087a2420007272d15d0,246,57,4,61
直流伺服驱动,激光焊接设备,1.0,直流伺服驱动 is used in 激光焊接设备 to control the movement of the laser head,['9b1c76a2ddd60176752001b3b9c147cb'],aa247540e90d4a7abc5bca6fafaaffa1,247,57,6,63
直流伺服驱动,灌装输送线,1.0,直流伺服驱动 is used in the 灌装输送线 to control the speed and position of the conveyor belt,['edef8a2bd56d008322049355406edcf4'],34537afa1e954e08bdb52ead3a49e2f3,248,57,5,62
直流伺服驱动,太阳能逆变器制造设备,1.0,"直流伺服驱动 is a critical component of the 太阳能逆变器制造设备, used to control the motion parts with high precision and efficiency.",['937c32a23dadd297f434106e4a601a61'],ae043af0299f4b32a98cf187efd2a5db,249,57,4,61
直流伺服驱动,自动化仓库堆垛机,1.0,直流伺服驱动 is a key technology used in the automation warehouse stacker for precise positioning and stable operation,['76f3b1592256b4437b7d47b5f14ae2c6'],6016863be3414d5a92397f2d45fdfd78,250,57,5,62
直流伺服驱动,全自动洗车机,1.0,直流伺服驱动 is used in the 全自动洗车机 for precise control of actions and parameters,['767b420b9f192c70035d7fb4ac624eb3'],a9b900821b8444d69f432da08a77539f,251,57,5,62
直流伺服驱动,固晶机,1.0,直流伺服驱动 is used in the 固晶机 for controlling the XYZ axis motion,['7b0d50ca36fedb4fb7b68e4eec73b368'],1fee51d6f4614127a3e1cc80d018506e,252,57,5,62
直流伺服驱动,叠片机,1.0,直流伺服驱动 is a critical component in the 叠片机 for controlling the XYZ axis movement,['a82bda15276dce27bef66a10a15a3fb1'],00dc2c0748214e52bc799ca3e25204e9,253,57,3,60
直流伺服驱动,智能仓储系统,1.0,智能仓储 system uses DC servo drives for precise positioning and movement,['ef6d9b5e0927a32e780b2b369685d3ee'],42d1a9e749ad40daa34c7b0b695f8751,254,57,6,63
直流伺服驱动,自动点餐与配送机器人,1.0,直流伺服驱动 is a technology used in the 自动点餐与配送机器人 for precise movement and positioning,['ca10fe3d16756300859a0693aee7f7a0'],20de9a1af6ab4e88acf003cb7be0217c,255,57,5,62
直流伺服驱动,自动化玻璃清洗设备,1.0,直流伺服驱动 is used in 自动化玻璃清洗设备 to control the movement of the cleaning head for precision and efficiency,['69ddcc4f6ff5df8aa797fee7694ff710'],f3229f10a5a54cb1b91a26ffa6ee77a3,256,57,6,63
直流伺服驱动,灌装生产线,1.0,"直流伺服驱动 is a critical component of the 灌装生产线, used for controlling the position and volume of the filling process",['966a905cf094e3cf44c91ebc9ebc1904'],5154b4a4f3ac43729703c69fccb54633,257,57,6,63
直流伺服驱动,刀具磨削机,1.0,直流伺服驱动 is used in the 刀具磨削机 to control the axes and achieve precise grinding,['c73034d6a6f91e79c6bd21fffa416202'],2091070e709e45f5ae56d40a9da45520,258,57,5,62
直流伺服驱动,新能源汽车充换电,1.0,直流伺服驱动 is used in the scene of 新能源汽车充换电 for controlling the positioning and connection operations,['b82f227e2c7b3ab4e25187539ace1216'],09045ef5c4314dde9a631a206274563f,259,57,2,59
直流伺服驱动,可靠性、安全性、精度,1.0,可靠性、安全性、精度 are critical requirements for the operation of 直流伺服驱动 in the scene,['b82f227e2c7b3ab4e25187539ace1216'],1b9baa98ede84164883e8cdcbc7000c1,260,57,1,58
直流伺服驱动,伺服电机、传感器、驱动器,1.0,伺服电机、传感器、驱动器 are components that work together with 直流伺服驱动 to achieve precise control in the scene,['b82f227e2c7b3ab4e25187539ace1216'],e4f3fcc475a74756925b730caffcb70d,261,57,1,58
直流伺服驱动,面粉设备,1.0,直流伺服驱动 is a component of the 面粉设备 used for controlling multi-axis movements,['2b27d987660b3fbe33f43bfab4ac6564'],7f3d5282303f4fc3a009e04f7de0ad84,262,57,5,62
直流伺服驱动,巡检机器人,1.0,巡检机器人 uses 直流伺服驱动 for smooth movement and precise detection positioning,['c3025b9f170d4cb9a5794da27f609eb1'],1219a14eaf5f49ab84c9287ebf58db7a,263,57,4,61
直流伺服驱动,医疗实验室搬运机器人,1.0,直流伺服驱动 is used in the 医疗实验室搬运机器人 for stable and precise movement,['d9eda21d3e37948306b3b3c665150e73'],efaa386bd5e9454b87e1851cd8b28ac3,264,57,5,62
直流伺服驱动,弧面丝印设备,1.0,直流伺服驱动 is used in the arc surface printing equipment to control the motion of the printing head,['19c5a3d15d92b939549523842bf010df'],073241be9b6a4952ad01dd14b94fb89c,265,57,4,61
直流伺服驱动,丝网印设备,1.0,直流伺服驱动 is a component of the 丝网印设备 used for controlling the movement of the printing head and screen,['ce7b5cb4e3fb4fd9a08453d18554c799'],f7ac6bc4a9ca4250ad29a3adb5d08657,266,57,5,62
直流伺服驱动,电批,1.0,直流伺服驱动用于控制电批的扭矩和转速,['cd075fd077df22767f0bee4befbd9610'],ac2ee54e75a2492c8db372dadfccd083,267,57,5,62
直流伺服驱动,控制器,1.0,控制器用于控制直流伺服驱动，实现扭矩和转速的精确控制,['cd075fd077df22767f0bee4befbd9610'],ee895ad0b8cd40c29465e8527748d847,268,57,56,113
直流伺服驱动,擦玻璃升降机,1.0,直流伺服驱动 is used in擦玻璃升降机for height adjustment and maintenance control,['c25c68e2662c5c32de1b502014590cf7'],fe38c996c2d64bc899eabd6389034075,269,57,5,62
直流伺服驱动,智能搬运机器人,1.0,智能搬运机器人 uses 直流伺服驱动 for stable movement and precise path control,['8ae4de39dd9ba11cfa17e06a2174416b'],c0e28ae832c94405b8ddd4d2ad978be5,270,57,4,61
直流伺服驱动,摄影小车,1.0,直流伺服驱动 is used in摄影小车 to control its movement with high precision and stability,['7b88e7691653f636b158b91247c42615'],7a4573a19ef94e25b4480cb4d953ae7a,271,57,5,62
直流伺服驱动,高压注射器设备,1.0,"直流伺服驱动 is a component of the 高压注射器设备, used for controlling the injection mechanism",['efb3ae073af3ae2b901a79c1e2c49d39'],05f6639803524537b67a7f2b0c66ad23,272,57,3,60
直流伺服驱动,计量包装机,1.0,直流伺服驱动 is used in the 计量包装机 to control the metering device and packaging head,['940d8d3c2c5834885c79cf828c1137cb'],21bfd14cbc1f4cbc8ac59f7fd8c75b31,273,57,6,63
直流伺服驱动,芯片封装焊接控制,1.0,直流伺服驱动 is used in the芯片封装焊接控制 process to ensure precise motion control,['e5a2a05750db1a3e1151f75abdaed149'],c19cf2d7b067421990ab9f3acec9e736,274,57,5,62
XYZ轴机构,激光加工设备,1.0,XYZ轴机构 is part of the 激光加工设备 that needs high-precision control,['983e01f7e91373ce4f93fb9b16b82f37'],3e1981b9301c4d339a9228ae7a089a04,275,9,5,14
XYZ轴机构,光纤激光标刻机,1.0,光纤激光标刻机 relies on the XYZ轴机构 for three-dimensional movement during the marking process,['ef5440b55c37dc608f23f717bde61396'],0948efa844814529b4c023aacbc23d64,276,9,4,13
XYZ轴机构,贴装运动控制,1.0,XYZ轴机构 is part of the贴装运动控制 mechanism for multi-axis movement,['fb8c5282757073100fea0ee147a1b32a'],fcdc0cc5ff93453eb0b94b9254760999,277,9,4,13
XYZ轴机构,激光焊接设备,1.0,XYZ轴机构 is used in 激光焊接设备 for high-precision movement,['9b1c76a2ddd60176752001b3b9c147cb'],0ec4ad4398a8457ab3d71bd2561858dc,278,9,6,15
XYZ轴机构,激光切割设备,1.0,"XYZ轴机构 is part of the 激光切割设备, enabling three-dimensional movement of the laser head",['a920920e8e149592d00031f362d614af'],3c06988555334a389eab093f98679e85,279,9,5,14
XYZ轴机构,激光打标设备,1.0,XYZ轴机构 is a component of the 激光打标设备 that enables high-precision movement,['ed18651c3085e19592c04bfcd0b52dac'],81ceb8db419b4697ad24e9d7f46422ff,280,9,5,14
XYZ轴机构,手机相机模组组装设备,1.0,XYZ轴机构是手机相机模组组装设备中的一个组件，用于实现多轴运动控制,['2bcae705653a8c2dfee33dc9aec75026'],fd05d8198d0947b39b8fa1b16f3ecf5f,281,9,6,15
XYZ轴机构,弧面丝印设备,1.0,XYZ轴机构 is a part of the arc surface printing equipment that provides high-precision movement,['19c5a3d15d92b939549523842bf010df'],d984f08ad62f47ab9aabb9aeec1b245e,282,9,4,13
控制器,割草机器人,1.0,"控制器 manages the operation of the割草机器人, coordinating its actions",['678f6e80926121e103efae5e48a8c9f2'],43603c7868164ac38c659bce7a77f45a,283,56,8,64
控制器,环形FTS系统,1.0,"控制器 is a component of the 环形FTS系统, used to manage and coordinate the operation of the system",['93f221ac5d3740108fc98f190e7f3d88'],54a20cc6062d4b7193d023b6ff20461f,284,56,15,71
控制器,流水线自动涂装机,1.0,控制器 is a component of the 流水线自动涂装机 that manages the operation of the system,['49290954ecdd529e32620a1efe074e79'],6bb190069a704ccca3d8e1648a384185,285,56,5,61
控制器,光电吊舱,1.0,控制器 is a component of the光电吊舱 used for controlling its operation,['76ea2ccd8defd5fe8f0994abf89a6e31'],47d2036509bf408095ab440bd052ac24,286,56,8,64
控制器,锂电池卷绕机,1.0,控制器 is used to control the operation of the 锂电池卷绕机 and its components,['c94be7ba5abf1f79d420aac7fe8bae2e'],c20e6b1418a140389c31c7b71a6eba0c,287,56,6,62
控制器,电动夹爪,1.0,控制器 is used to manage the functions of电动夹爪,['7f8423e6b4a3ab5064e9ff23dcd515ca'],ad96e5294247465a9c7d5ea8161dc305,288,56,5,61
控制器,生物实验室液体处理系统,1.0,"控制器 is a component of the 生物实验室液体处理系统, managing the overall operation",['ed9c834c687745e8716e27c3f805a0df'],25c968bf5a4f48369fded6c260f71540,289,56,6,62
控制器,高速取放机,1.0,控制器 is a component in the 高速取放机 that manages the operation and coordination of various components,['993c62a4486ef6aeef83623cbe6ec2b5'],269b441634a144219f539202309bc9fb,290,56,7,63
控制器,激光加工设备,1.0,控制器 manages the operation and control of the 激光加工设备,['983e01f7e91373ce4f93fb9b16b82f37'],d0baf2392635468db7f5657f89eb2024,291,56,5,61
控制器,全自动咖啡机,1.0,"控制器 is a component of the 全自动咖啡机, used to manage the operation of other components",['19b0b1daced528c841d48a7a99e4bb55'],4f29bcf5377d4c9f94ff3f8ca2f8d941,292,56,6,62
控制器,分拣机,1.0,"控制器 manages the operation of the 分拣机, including the control of the direct current servo drive, sorting arm, and conveyor belt",['2eee1b02b02dee003c1775f70f813957'],e7072a582d9b4c1ea8b171ee940d4d6e,293,56,5,61
控制器,咖啡机,1.0,控制器 is a component of the coffee machine used for controlling the operation of other components,['f0cae00083505853fd4004f19fc3d189'],cb6fcf84e3d04ef59b01f97ac94823a1,294,56,6,62
控制器,风力发电机组控制系统,1.0,"控制器 is a part of the 风力发电机组控制系统, managing the overall operation",['ca322957994b2f23af0e8bcc2550ef68'],97a21db5f5954e2c8868b298a3f0090e,295,56,4,60
控制器,红外干扰设备,1.0,控制器 manages the operation of the 红外干扰设备,['fe557d4342348364f94380da2231b422'],c8f3e6cadcf34c8fafe8987e4a9b66f8,296,56,4,60
控制器,光纤激光标刻机,1.0,光纤激光标刻机 is controlled by the 控制器 to manage its operation and components,['ef5440b55c37dc608f23f717bde61396'],26c9c44e5059429bb8abc3308bc6c814,297,56,4,60
控制器,激光风能扫描仪（激光测风仪）,1.0,控制器 is a component of the 激光风能扫描仪（激光测风仪） that controls its operation,['0868eedc0ef863a89360ac5deb7182c4'],7cea9903153f43b895c0b23d25bc90a3,298,56,8,64
控制器,贴装运动控制,1.0,控制器 is the control system used in the贴装运动控制 process,['fb8c5282757073100fea0ee147a1b32a'],b54436ccc23745c88d24edcc3fdd8ed1,299,56,4,60
控制器,机械手和平台运动控制,1.0,控制器 is used to control the operation of the mechanical arm and platform in the 机械手和平台运动控制,['ae030c245f17423575510c619741160a'],977c895bb98d4136a76e8749533154b6,300,56,4,60
控制器,直流伺服,2.0,"The entity ""控制器"" (Kongzhiqi, or ""Controller"") is utilized in the manufacturing sector to coordinate and control the operation of ""直流伺服"" (Zhi Liu Fuwu, or ""DC Servo"") systems. This control mechanism is integral to assembly line processes, ensuring smooth and efficient operations in machinery and equipment used in the manufacturing domain. The Controller manages the DC Servo systems, playing a critical role in the synchronization and regulation of assembly line activities, thereby optimizing production efficiency and performance.",['3304ccd1a407776fdfe70ecfd3572d71' 'fd61fde37c9267966317cf3d724fe633'],8d75cfea884248aba1f372de5e1b82a9,301,56,35,91
控制器,锂电池分选机,1.0,控制器 manages the operation of the 锂电池分选机,['efb5708268afc67a61b9f35e5fd9b376'],90f4ee186bcd4996ad8002888569fffc,302,56,5,61
控制器,康复机器人,1.0,"控制器 is a part of the 康复机器人, managing the overall operation and coordination of the system",['ae75fa3b40e2d99d51b0839ec4faef35'],4bb78401581b4240b0967309e96af00b,303,56,5,61
控制器,激光测风,1.0,控制器 manages the operation of the laser测风device,['5d4207d4245f8e80d82d635747760370'],a18dd9ea4143411cb32e261db056cf0c,304,56,5,61
控制器,激光焊接设备,1.0,控制器 manages and controls the operation of 激光焊接设备,['9b1c76a2ddd60176752001b3b9c147cb'],cd8d9795f540413390927ea2a9e77c26,305,56,6,62
控制器,激光切割设备,1.0,"控制器 manages the operation of the 激光切割设备, including the coordination of the laser head and the XYZ axis mechanism",['a920920e8e149592d00031f362d614af'],2917f3b478b04ffcacd4b47602f4d0f5,306,56,5,61
控制器,手机组装生产线,1.0,控制器 is used in the 手机组装生产线 to manage the operations,['cd1096eef266dc55fcc79a78604e195f'],3984bd063b384901862e68506c77cc68,307,56,5,61
控制器,装配机械手,1.0,控制器 is used to manage and control the operation of装配机械手 in assembly line processes,['3304ccd1a407776fdfe70ecfd3572d71'],4137a2c7dd884bc2a8469b7fa937346c,308,56,4,60
控制器,传送装置,1.0,控制器 is used to manage and control the operation of传送装置 in assembly line processes,['3304ccd1a407776fdfe70ecfd3572d71'],60b6bf585ccc477d830d4b69b8c7b62a,309,56,2,58
控制器,灌装输送线,1.0,控制器 manages the operation of the 灌装输送线,['edef8a2bd56d008322049355406edcf4'],4330f73cb78a4bb39a384eb29112201b,310,56,5,61
控制器,机器人焊接工作站,1.0,"控制器 is used to manage the operation of the 机器人焊接工作站, including the control of the welding robot and the servo drives",['4b028e742c5bb99151ce8d6869dd59e1'],45c4ed77967746e485ec9e52c0dcc0d2,311,56,4,60
控制器,激光打标设备,1.0,控制器 is a component of the 激光打标设备 that manages the overall operation,['ed18651c3085e19592c04bfcd0b52dac'],17c2cc25d00347c3bf2422d4f7a4ad7e,312,56,5,61
控制器,全自动洗车机,1.0,控制器 is the control system that manages the operation of the 全自动洗车机,['767b420b9f192c70035d7fb4ac624eb3'],0057fb2ddc0e4088ae5099b7ffa137da,313,56,5,61
控制器,手机相机模组组装设备,1.0,控制器是手机相机模组组装设备中的一个组件，用于控制整个设备的运行,['2bcae705653a8c2dfee33dc9aec75026'],d67d67cc3698438db76eb4a7f75e1ea0,314,56,6,62
控制器,锂电池测试设备,1.0,"控制器 is a component of the 锂电池测试设备, managing and controlling its operation",['52193089f44e2d4de3eae704535af318'],c23761290af24cf29adc1ee8644bdad0,315,56,5,61
控制器,车载雷达,1.0,控制器 manages the operation of the 车载雷达 and its components,['5dbdf06fa4c2f0172e062f438941881b'],de51b828ce1f442bbb19a7b20bce9dda,316,56,4,60
控制器,喷洗设备,1.0,"控制器 is used to manage and coordinate the operations of the 喷洗设备, including the control of the 喷洗机械臂",['5d67b02ec3d25e19d4c5df9075d68aad'],4a3ff6a3471945fd8c7fd5c171c56d56,317,56,2,58
控制器,VIVO音量按键检测设备,1.0,控制器 is a component of the VIVO音量按键检测设备,['f07aee97ec45456415a9098726dd2e7a'],31bb84eb2a834dabacc0ed51af4fcefd,318,56,7,63
控制器,固晶机,1.0,控制器 is used to control the operation of the 固晶机,['7b0d50ca36fedb4fb7b68e4eec73b368'],5070012e83e7442381bcba1cdacdb7d8,319,56,5,61
控制器,灌装生产线,1.0,控制器 is the system that manages the operation of the 灌装生产线,['966a905cf094e3cf44c91ebc9ebc1904'],5eda9074df124f5497f17b61badd52ac,320,56,6,62
控制器,水下机器人,1.0,"控制器 is used to coordinate the operation of 水下机器人, including its 仿生泳姿控制",['bec622312c7d50d15196290b6635711e'],4cf4107b0e2842778aaa658a1a85f3b3,321,56,4,60
控制器,刀具磨削机,1.0,控制器 manages the operation of the 刀具磨削机,['c73034d6a6f91e79c6bd21fffa416202'],7f4857f94b4e4e49be7236a42071e167,322,56,5,61
控制器,太阳能电池板装配设备,1.0,控制器 is used to control the operation of the 太阳能电池板装配设备,['5dd431defb92ab5537c35d879d857152'],d21a1fef903f4a399bd3cd366aad3c9e,323,56,5,61
控制器,面粉设备,1.0,控制器 is a component of the 面粉设备 used to manage the operations for high-quality flour production,['2b27d987660b3fbe33f43bfab4ac6564'],fc596a598ff74a4c843e405b597551b5,324,56,5,61
控制器,检测相机,1.0,控制器 manages the operation of the 检测相机 during the inspection process,['a20f67b391030e5cac0afe988906825f'],e2aacff6b4404574b818e7a3ece57b5b,325,56,2,58
控制器,弧面丝印设备,1.0,控制器 manages the operation of the arc surface printing equipment,['19c5a3d15d92b939549523842bf010df'],2ec5cae98c7a485881f0680fbca6d67f,326,56,4,60
控制器,丝网印设备,1.0,控制器 is a part of the 丝网印设备 that controls the operation of the machine,['ce7b5cb4e3fb4fd9a08453d18554c799'],c87b815d61af448596d3194a804b57b3,327,56,5,61
控制器,擦玻璃升降机,1.0,"控制器 manages the擦玻璃升降机's operations, including height adjustment",['c25c68e2662c5c32de1b502014590cf7'],2f92fc82c3b74417896bad3bd8e61f5e,328,56,5,61
控制器,管道焊接,1.0,"控制器 is used to manage the operation of equipment in the pipe welding process, including multi-axis control",['2733b7b74727ba58db94c1283f095dbb'],fb61c68efe5b4d69a9623e531e7c639c,329,56,6,62
控制器,检测工位,1.0,控制器 is used at the 检测工位 to control the overall operation,['a6844f057674db0c5330ba30e9c6e247'],dc61e34c1ca8419e923aeeff7d83d949,330,56,11,67
控制器,CNC小型雕刻机,1.0,控制器 is a component of the CNC小型雕刻机 that manages its operation,['ff1f5521156a3aa41a97fbd693ec610f'],697fb824eef34759852f1d5588921aec,331,56,7,63
控制器,摄影小车,1.0,控制器 manages the overall operation of摄影小车,['7b88e7691653f636b158b91247c42615'],b872fcc5b18a4f32b976f4693f22e88e,332,56,5,61
控制器,升降台FTS系统,1.0,"控制器 is a component of the 升降台FTS系统, used for control in the magnetic levitation system",['d89a41b98c4286f63b72a41c3ebea08d'],64be9b98299f4d349e0f4358685ca235,333,56,12,68
控制器,高压注射器设备,1.0,"控制器 manages the operation of the 高压注射器设备, including control of the injection mechanism and servo drive",['efb3ae073af3ae2b901a79c1e2c49d39'],8302a03f6ede471bb955c0bbf44a4b3c,334,56,3,59
控制器,计量包装机,1.0,控制器 is a component that controls the operation of the 计量包装机,['940d8d3c2c5834885c79cf828c1137cb'],a02263dd89964a1c8ab2d0e9aba0f4eb,335,56,6,62
控制器,芯片封装焊接控制,1.0,控制器 is used to manage the chip packaging process in the芯片封装焊接控制,['e5a2a05750db1a3e1151f75abdaed149'],6b7aa6ce4cac4edbaaab831286e67e5e,336,56,5,61
自动化垃圾分类设备,环保,1.0,自动化垃圾分类设备 is used in the environmental protection industry to sort waste,['ad37dec2a2a19c9d593c5a4927c7c7d2'],655d40ea08e348ad94ae49785797da90,337,8,1,9
自动化垃圾分类设备,垃圾分类机,1.0,垃圾分类机 is a part of the automation waste sorting system,['ad37dec2a2a19c9d593c5a4927c7c7d2'],254cea99330f4f2aa062c771146da7ea,338,8,1,9
自动化垃圾分类设备,直线导轨,1.0,"直线导轨 is a component of the automation waste sorting equipment, guiding the movement of mechanical parts",['ad37dec2a2a19c9d593c5a4927c7c7d2'],a2836232227c4e3383d166db860cb2a3,339,8,8,16
自动化垃圾分类设备,抓取装置,1.0,"抓取装置 is a component of the automation waste sorting equipment, handling and sorting waste",['ad37dec2a2a19c9d593c5a4927c7c7d2'],8a9247ee9bac45bdbf69c9d0bb8419b5,340,8,2,10
直线导轨,自动化点焊机,1.0,直线导轨 is a component of the 自动化点焊机 used for guiding its motion,['a4cdb403788ae9e31262a18f4fb0801c'],757a0f78fcdd4bf6b8326a75fcee9e15,341,8,7,15
直线导轨,自动化药品分拣系统,1.0,直线导轨 is a component of the 自动化药品分拣系统 used for guiding motion,['b740e95b2369349a884c647a52dc866f'],b5235cb24b8f440389f250ebd5b6e2f8,342,8,8,16
直线导轨,自动化检重机,1.0,"直线导轨 is a component of the 自动化检重机, guiding the linear motion of parts",['e77a55ec71b2605da11f93be730a1d44'],bdee1849252749efa2e671ed87641f61,343,8,8,16
直线导轨,化妆品生产线,1.0,"直线导轨 is a component of the cosmetics production line, used for guiding linear motion",['75d656d482f083d807ff14652a2871f6'],057641c1476247958d8c357e17095d8e,344,8,7,15
直线导轨,自动化食品加工设备,1.0,直线导轨 is a component of the 自动化食品加工设备 used for guiding linear motion,['d677c45b0e6b17b157c972d420c84d31'],b61dfd0b24664f37af4046bdf0cb7b19,345,8,7,15
