id,name,type,description,human_readable_id,graph_embedding,text_unit_ids,description_embedding
8d141c0b80f74b79a05eed7fe161fe49,小车,"PRODUCT, COMPONENT","In the context of the lithium battery manufacturing sector, 小车 (xiǎo chē), often referred to as ""small cart,"" plays a dual yet integral role. Primarily, it is a specialized cart that is an essential component of the magnetic levitation system, facilitating the smooth and efficient movement of materials within the production facility. Additionally, 小车 (xiǎo chē) serves as a versatile vehicle that traverses the conveyor lines, tasked with the transportation of materials and products throughout various stages of the manufacturing process. This dual functionality underscores its significance in optimizing logistics and enhancing operational efficiency in the manufacturing and logistics technology domain.",86,,['93f221ac5d3740108fc98f190e7f3d88' 'd89a41b98c4286f63b72a41c3ebea08d'],"[-0.03087213 -0.01243171 -0.00110974 ...  0.01205999 -0.02223088
 -0.02874955]"
e22d1d1cd8d14f12b81828d940f40d70,磁栅,"PRODUCT, COMPONENT","The entity known as ""磁标"" (Pinyin: ""cí biāo"", English: ""Magnetic Marker"") is a specialized device that plays a dual role in the manufacturing and logistics technology sector. Primarily, it utilizes magnetic fields for precise positioning and control, making it an essential tool in automation and robotics applications. Additionally, ""磁标"" serves as a magnetic grating, a critical component in the lithium battery manufacturing process. This multifunctional device is also integral to the magnetic levitation system, highlighting its versatility and importance in advanced manufacturing processes. The magnetic grating aspect of ""磁标"" ensures the accurate alignment and handling of materials, particularly in the delicate assembly of lithium batteries, where precision is paramount. Its role in the magnetic levitation system further underscores its significance in enabling smooth and efficient operations in high-tech manufacturing environments.",87,,['93f221ac5d3740108fc98f190e7f3d88' 'd89a41b98c4286f63b72a41c3ebea08d'],"[-0.01254375 -0.02394177 -0.00781205 ... -0.02685966 -0.03452886
 -0.02047592]"
9ab48505fb1b487babd0d1f6d3a3f980,磁铁,"PRODUCT, COMPONENT","""Magnet Iron, or \u78c1\u94c1 in Chinese, is a critical component in the lithium battery manufacturing process. It serves a dual purpose, not only as a part of the components required for the magnetic levitation system but also as a magnet used to generate magnetic fields for levitation and control. This versatile magnet plays a significant role in the advanced manufacturing and logistics technology sector, particularly in applications that require precise control and levitation capabilities.""",88,,['93f221ac5d3740108fc98f190e7f3d88' 'd89a41b98c4286f63b72a41c3ebea08d'],"[-0.01502966 -0.03991245 -0.03898801 ...  0.00793585 -0.02662344
 -0.00069615]"
148fffeb994541b2b4b6dcefda7001a8,直线模组,"PRODUCT, COMPONENT","The entity known as ""直线模块"" or ""Zhi Xian Mo Zhuang"" in English translation, is a linear motion module that plays a crucial role in the lithium battery manufacturing process. This module is an essential component for the magnetic levitation system, providing precise linear movement. Its application in the manufacturing sector highlights its significance in achieving accuracy and efficiency in the production of lithium batteries, a critical element in the energy storage and electric vehicle industries. The ""直线模块"" showcases the integration of advanced technology in the logistics and manufacturing domain, demonstrating the importance of linear motion solutions in contemporary industrial processes.",89,,['93f221ac5d3740108fc98f190e7f3d88' 'd89a41b98c4286f63b72a41c3ebea08d'],"[-0.0137892  -0.00774568 -0.02886879 ... -0.01419965 -0.0349769
  0.01214272]"
89c08e793298442686292454a1abff31,中压驱动器,"PRODUCT, COMPONENT","The entity, ""中压驱动器"" (Zhongya Qudongqi), is a medium-voltage driver that plays a crucial role in the lithium battery manufacturing process. Specifically, it provides the necessary power for the movement of components, making it an essential part of the components required for the magnetic levitation system. This sophisticated driver is designed to operate under medium-voltage conditions, ensuring efficient and reliable performance in the complex environment of lithium battery production.",90,,['93f221ac5d3740108fc98f190e7f3d88' 'd89a41b98c4286f63b72a41c3ebea08d'],"[-0.0408875  -0.0233272  -0.02990309 ...  0.00016213 -0.01040251
 -0.02011528]"
0467928aa65e4a4fba62bdb1467e3a54,旋转模组,"PRODUCT, COMPONENT",旋转模组 is a rotational motion module that provides precise rotational movement,91,,['93f221ac5d3740108fc98f190e7f3d88'],"[ 0.03608507  0.0225912  -0.03095898 ... -0.03707046 -0.02620336
 -0.01574504]"
43c3390303c6476cb65f584e37c3e81c,果栗-金源精密,"ORGANIZATION, COMPANY",果栗-金源精密 is a company that has implemented or is associated with a similar case or project in the lithium battery equipment industry,92,,['93f221ac5d3740108fc98f190e7f3d88'],"[ 0.02312577  0.01024631 -0.03484011 ... -0.00677959 -0.00670824
  0.00956103]"
fa14b16c17e3417dba5a4b473ea5b18d,预推机的工件焊点推杆控制,"SCENE, ACTION",预推机的工件焊点推杆控制 is a specific action or function in a manufacturing setting where the push rod control is used to remove falsely welded points on workpieces,93,,['e278769b0a13ab97a48ea0f7f0aae2a4'],"[-0.02536491  0.00232484 -0.00021059 ... -0.01027449 -0.01059172
 -0.00278537]"
7cc3356d38de4328a51a5cbcb187dac3,预推机的推杆控制,"EQUIPMENT, APPLICATION",预推机的推杆控制 is an application or equipment used in the manufacturing industry for controlling the push rod of a pre-pushing machine,94,,['e278769b0a13ab97a48ea0f7f0aae2a4'],"[-0.00861161 -0.01664478 -0.00463517 ...  0.00388321 -0.03421187
 -0.01527433]"
bef16fb5fd7344cca5e295b13ef3e0cd,汇川PLC,"PRODUCT, TECHNOLOGY",汇川PLC is a product or technology used in the control system of manufacturing equipment,95,,['e278769b0a13ab97a48ea0f7f0aae2a4'],"[ 0.02591674 -0.00531243  0.02532563 ...  0.01392193 -0.02421139
 -0.00249308]"
bb9e01bc171d4326a29afda59ece8d17,一个伺服控制凸轮结构,"PRODUCT, TECHNOLOGY",一个伺服控制凸轮结构 is a product or technology that uses a servo-controlled cam mechanism for precise motion control in manufacturing processes,96,,['e278769b0a13ab97a48ea0f7f0aae2a4'],"[ 0.01200608  0.0282869   0.0171424  ... -0.02583647 -0.00814939
 -0.00066003]"
3c063eea52e94164b70c99431ea30bae,音圈电机,"PRODUCT, TECHNOLOGY","The entity known as ""音圈电机"" (Pinyin: ""Yinquan Dianji"", English translation: ""Voice Coil Motor"") is a versatile and precise motor technology utilized in various manufacturing and detection processes. This motor type is characterized by its ability to provide precise motion control, making it an essential component in applications requiring high accuracy and controlled movement. In the context of camera detection, the voice coil motor ensures the camera's precise positioning, critical for accurate detection processes. It is also employed in the z-axis of cell detection machinery, facilitating linear motion with exceptional precision. Additionally, the voice coil motor plays a significant role in assembly processes, where its ability to control motion is crucial for the assembly of intricate components. This technology often utilizes voice coil motors, which are renowned for their precision in manufacturing equipment, making it a preferred choice for specific functions within machines. Overall, the ""音圈电机"" (Voice Coil Motor) is a critical element in the manufacturing and logistics technology sector, offering a high level of control and precision in various applications.",97,,"['051f5fcffcb071578deaa06a2635a685' '07462221b3d84a411e218d4b81d9e334'
 '31c28568798886d8f586690e0f0f477b' 'a6844f057674db0c5330ba30e9c6e247'
 'd7a373e4186ea1ad9e54a33a5c7e2f1a' 'e278769b0a13ab97a48ea0f7f0aae2a4']","[-0.00836914  0.00843957 -0.01914591 ... -0.00761112 -0.05548729
 -0.03442087]"
252cc8452bfc4c2aa58cab68d8b61879,协作机器人喷涂工位,"WORKSTATION, APPLICATION",协作机器人喷涂工位 is a specific workstation where a collaborative robot performs a painting task,98,,['d50dbe44b899b4cfaf149cb3fd0c4159'],"[ 0.02758572 -0.01140992 -0.03242835 ... -0.01351764 -0.02697012
  0.00474216]"
7e2c84548fb94ee395ba8588d8f2a006,自动涂层控制,"SCENE, PROCESS",自动涂层控制 is a process in the manufacturing industry where a product's surface is coated using an automated system,99,,['49290954ecdd529e32620a1efe074e79'],"[-0.00627382  0.00731406 -0.01433961 ... -0.01748138 -0.02597644
 -0.01798985]"
f034618dde7948beb6dab30176d0fc87,流水线自动涂装机,"EQUIPMENT, TECHNOLOGY",流水线自动涂装机 is a piece of equipment used in the manufacturing industry for the automatic application of coatings to products,100,,['49290954ecdd529e32620a1efe074e79'],"[-0.02288487  0.00215299  0.01041338 ... -0.00935906 -0.03270932
  0.00662142]"
5c41f96be13e49dba649454297834546,喷枪,"TOOL, COMPONENT",喷枪 is a tool used in the automatic coating process to apply coatings to the surface of products,101,,['49290954ecdd529e32620a1efe074e79'],"[ 0.00517824 -0.00427892 -0.01145928 ... -0.03461562 -0.03861615
 -0.00934463]"
7ea4afbf8a264f29af29950ce98105ba,涂装机械手,"EQUIPMENT, ROBOT",涂装机械手 is a robotic equipment used in the automatic coating process to apply coatings to the surface of products,102,,['49290954ecdd529e32620a1efe074e79'],"[-0.00733415  0.01303517 -0.00069878 ... -0.02774886 -0.04439757
 -0.01432695]"
91ff849d12b24574b0691dbddf44968b,三轴稳定控制,"TECHNIQUE, PROCESS",三轴稳定控制 is a technique used to maintain stability in three axes for precise aiming and shooting in motion,103,,['76ea2ccd8defd5fe8f0994abf89a6e31'],"[ 0.01250931  0.04071635  0.01288849 ... -0.01514609 -0.03490339
 -0.02532796]"
d73c1f2fb3094d8dace42ad2a76e9a52,航空航天,INDUSTRY,航空航天 is an industry that includes space and aviation activities,104,,['76ea2ccd8defd5fe8f0994abf89a6e31'],"[-1.41487904e-02  5.10083847e-02 -3.31827177e-05 ... -3.15141794e-03
 -5.46148568e-02 -4.22481410e-02]"
cdc8901e668749889bd49bebdc4ff1f6,光电吊舱,"PRODUCT, EQUIPMENT","光电吊舱 is a device used for aerial surveillance and photography, incorporating a system for three-axis stabilization",105,,['76ea2ccd8defd5fe8f0994abf89a6e31'],"[ 0.01553481 -0.01503039  0.00538803 ...  0.00578353  0.00516762
 -0.00161673]"
36084a9fab53433493f079e97e68bf65,影视制作,INDUSTRY,"The entity ""\u5f71\u89c6\u5236\u4f5c"" refers to the industry of film and television production. This sector is involved in the creation of various forms of visual media, including movies and television shows. The industry encompasses a wide range of activities, from scriptwriting and pre-production to filming, post-production, and distribution. It is a dynamic and influential sector that plays a significant role in shaping cultural trends and entertainment worldwide. Despite the complexity and diversity of the ""\u5f71\u89c6\u5236\u4f5c"" industry, it is unified by its focus on visual storytelling and the creation of compelling narratives for audiences. Note: The character string ""\u5f71\u89c6\u5236\u4f5c"" translates to ""film and television production"" in English.",106,,"['76ea2ccd8defd5fe8f0994abf89a6e31' '7b88e7691653f636b158b91247c42615'
 '8aa843d0b018051f90583fd0dee4a404']","[-0.01731179 -0.02091936 -0.01192141 ... -0.02709429 -0.03547503
  0.00792414]"
eebcc7ec8e3e4df7aea83659bbdc2199,三轴稳定系统,"PRODUCT, SYSTEM","三轴稳定系统 is a system designed for high-speed response, high-precision control, and stability in the光电吊舱",107,,['76ea2ccd8defd5fe8f0994abf89a6e31'],"[ 0.00868244  0.00640411  0.008527   ...  0.00341178 -0.01384784
 -0.04560806]"
ceadf262ef834e9ab146b20650912cae,摄像头,"PRODUCT, COMPONENT","The entity ""\u6444\u50cf\u5934"", commonly referred to as a camera head, is a critical component in various manufacturing and inspection processes. It serves multiple functions, including visual inspection or guidance in the SP小件投入机 (SP Small Component Insertion Machine), visual monitoring, and data collection as part of the \u5de1\u68c0\u673a\u5668\u4eba (Inspection Machine Person). Additionally, it is utilized for capturing video images in the \u5149\u7535\u540a\u8231 (Photovoltaic Inverter), highlighting its versatility in different industrial applications. As a device designed to capture images or video, the camera head plays a pivotal role in ensuring quality control, process monitoring, and data acquisition in the manufacturing sector.",108,,"['0c9912b4dc242caa53d3ec6df160bfec' '76ea2ccd8defd5fe8f0994abf89a6e31'
 '78292823ba9a23ddd49ea39f21675fb2' 'c3025b9f170d4cb9a5794da27f609eb1']","[ 0.00478512 -0.02358852 -0.00788144 ... -0.00873182 -0.01912693
  0.00240219]"
7f65feab75424b53b24470d305ba331a,某无人机公司,"ORGANIZATION, COMPANY",某无人机公司 is a company that produces drones and related equipment,109,,['76ea2ccd8defd5fe8f0994abf89a6e31'],"[ 0.03301938  0.02245388 -0.00815517 ... -0.01367585 -0.04914055
  0.00885227]"
fd9cb733b28d420cb5cef01e545a132c,爬墙机器人,"PRODUCT, TECHNOLOGY",爬墙机器人 is a specialized equipment used for cleaning and inspecting the exterior walls of buildings,110,,['f1c4352948a83386ee35325f64c315b7'],"[-0.00361784  0.00010564 -0.00389583 ... -0.03471107 -0.03974366
  0.00503596]"
0fbcca3f17c649a08aea64b5a7d9ef36,某物业公司,"ORGANIZATION, COMPANY","某物业公司 is a company that provides property management services, including the use of 爬墙机器人 for cleaning high-rise building exteriors",111,,['f1c4352948a83386ee35325f64c315b7'],"[ 0.00585694  0.02142507  0.01340483 ... -0.01267591 -0.06508473
 -0.00483502]"
482027a59f32484c9c44fd700615c1b6,送料并精准切料,"ACTION, SCENE",送料并精准切料 is a specific action or function in a work scenario where materials are fed and accurately cut,112,,['8b764e9bc5ff2fb6ca08d5b70220ba66'],"[ 0.02591707  0.01999759 -0.03149439 ... -0.01991225 -0.02492063
  0.0358798 ]"
de837ff3d626451282ff6ac77a82216d,飞达设备（供料器）,"EQUIPMENT, TECHNOLOGY",飞达设备（供料器） is a device used in the semiconductor and 3C equipment industries for feeding materials,113,,['8b764e9bc5ff2fb6ca08d5b70220ba66'],"[ 0.01688783  0.00469281  0.00788752 ... -0.02399802 -0.00056764
 -0.04131198]"
460295fed3ae4cd39f9f274cec9c2506,"半导体设备, 3C设备",INDUSTRY,"The entities ""半導體設備, 3C設備"" (literally translated as ""semiconductor equipment, 3C devices"") refer to the industry sectors encompassing semiconductor manufacturing equipment and 3C (consumer electronics, communication, and computer) devices. These sectors are characterized by the application of advanced feeding and cutting materials processes, highlighting the intricate and specialized nature of the manufacturing techniques used in producing semiconductor components and 3C devices. The 3C sector specifically includes products such as smartphones, laptops, and other electronic communication devices, while the semiconductor equipment sector focuses on the machinery and tools necessary for the fabrication of semiconductors, which are essential components in a wide range of electronic products.",114,,['04a58d92db9eb3b50b00d935dfc4be91' '8b764e9bc5ff2fb6ca08d5b70220ba66'],"[-0.00521028 -0.02194199  0.00510553 ... -0.0108009  -0.03286991
  0.00591381]"
553b285bba60460ab1ed8341ae61282b,旋转电机，驱动器，脉冲型PLC,COMPONENTS,旋转电机，驱动器，脉冲型PLC are the components required to complete the action of feeding and cutting materials,115,,['8b764e9bc5ff2fb6ca08d5b70220ba66'],"[ 0.03109387 -0.01377081 -0.01444232 ... -0.01332777 -0.00702788
 -0.01378186]"
cec95bf17e7e4c939b56c9c6f402a29f,焊接工位控制,"WORKSTATION, PROCEDURE",焊接工位控制 is a specific workstation or procedure in the lithium battery equipment industry where welding operations are performed,116,,['397a609ce44dd49589cc082c635acd1b'],"[ 0.00579521 -0.01817352 -0.04264954 ... -0.01955436 -0.01967463
  0.02135983]"
599164aead034bc19446efacc77554d2,焊片机,"EQUIPMENT, TECHNOLOGY","The entity known as ""\u710a\u7247\u673a"" is a versatile machine prominently featured in the Manufacturing and Logistics Technology sector, particularly within the 3C equipment industry. This device serves dual purposes, excelling in both soldering tasks and welding operations. It is commonly utilized for welding tabs or connectors in electronic components, as well as in the assembly of batteries, demonstrating its adaptability and significance in the production of sophisticated electronic devices. The ""\u710a\u7247\u673a"" plays a crucial role in ensuring the integrity and functionality of electronic circuits and components, making it an indispensable tool in the manufacturing process.",117,,['397a609ce44dd49589cc082c635acd1b' 'a6844f057674db0c5330ba30e9c6e247'],"[ 0.01971884 -0.03740834 -0.01439128 ... -0.01121242 -0.00020705
 -0.00323484]"
bbf148ae4d48422f8fdef754cfa2b9e4,某电池厂,"ORGANIZATION, COMPANY",某电池厂 is a manufacturer that produces lithium batteries or LED components,118,,['397a609ce44dd49589cc082c635acd1b'],"[-0.01303308 -0.02816069 -0.04960375 ... -0.02587791 -0.01378067
 -0.02056927]"
de61b2670999433f807a6a1dc2b81e43,锂电池卷绕机,"PRODUCT, EQUIPMENT",锂电池卷绕机 is a machine used in the lithium battery industry for winding battery materials into cells,119,,['c94be7ba5abf1f79d420aac7fe8bae2e'],"[ 0.02180011 -0.00367357 -0.03214458 ... -0.00483736 -0.00747479
  0.00143659]"
3e95dacfe57b4d57b5da4310ef2e157f,卷绕机构,"PRODUCT, COMPONENT",卷绕机构 is a component of the winding machine responsible for the physical winding of battery materials,120,,['c94be7ba5abf1f79d420aac7fe8bae2e'],"[ 0.00630675 -0.0002248  -0.02670323 ...  0.00639545 -0.01128883
 -0.00132196]"
1f1545308e9347af91fd03b94aadc21f,张力装置,"PRODUCT, COMPONENT",张力装置 is a component that maintains the tension of the materials being wound in the winding process,121,,['c94be7ba5abf1f79d420aac7fe8bae2e'],"[-0.01940582  0.01735956 -0.02662545 ... -0.00286588 -0.00059001
 -0.02629625]"
6ea81acaf232485e94fff638e03336e1,XY轴切割控制,"FUNCTION, TECHNOLOGY",XY轴切割控制 is a function or technology used in the precise cutting of glass panels on the XY axes,122,,['12e4194788bfabe6f4a9aadc8f8a1366'],"[-0.00726653  0.01744496 -0.01914201 ... -0.00645568 -0.02223282
  0.04018771]"
d136b08d586d488f9e4188b524c85a29,玻璃切割设备,"PRODUCT, EQUIPMENT",玻璃切割设备 is a piece of equipment used in the manufacturing industry for cutting glass panels into various shapes with high precision,123,,['12e4194788bfabe6f4a9aadc8f8a1366'],"[ 0.01411641  0.00663857 -0.03180502 ...  0.00043113 -0.01714693
  0.03379688]"
cccfa151fedc4b218a8d96adc7dceabe,某玻璃厂,"ORGANIZATION, COMPANY","某玻璃厂 is a manufacturer that produces glass panels, particularly for smart home applications",124,,['12e4194788bfabe6f4a9aadc8f8a1366'],"[-0.01842343 -0.00074043 -0.04551566 ... -0.01009399 -0.03202256
  0.00440534]"
ce54725672a74ebcabe6127577dacb2b,摄像头的俯仰和旋转动作,"ACTION, SCENE",摄像头的俯仰和旋转动作 is a specific action or function in a work position,125,,['c8ea0d05845895b9692235e7dff0d7a4'],"[ 0.0006557  -0.0130639  -0.0172435  ...  0.00951414 -0.05195972
  0.02003072]"
ea2b28ca1a974ffab4517811dc1d1e5c,重型云台,"EQUIPMENT, TECHNOLOGY",重型云台 is a type of equipment used in the scene for heavy-duty applications,126,,['c8ea0d05845895b9692235e7dff0d7a4'],"[ 0.01897198 -0.00813063  0.00864875 ... -0.00046196 -0.01889911
 -0.01683433]"
aff21f1da1654e7babdcf3fb0e4a75fc,军工,INDUSTRY,"The entity ""\u519b\u5de5"" represents the military or defense industry sector, specifically focusing on the context where radar turntable scenes occur. This sector is crucial for military applications and plays a significant role in defense technology and operations.",127,,['c8ea0d05845895b9692235e7dff0d7a4' 'd788500a87babbf7fc609e78e060493d'],"[ 0.00846694 -0.02033922 -0.00348986 ...  0.02905448 -0.03017122
  0.00201523]"
dc2cc9016e3f49dbac7232f05cce794d,旋转电机+同步带+涡轮蜗杆，驱动器，脉冲型控制卡,COMPONENTS,These are the components required to achieve the action of pitch and rotation in the scene,128,,['c8ea0d05845895b9692235e7dff0d7a4'],"[ 0.00196908 -0.00962061 -0.03439606 ... -0.01114836 -0.02736027
 -0.03313995]"
6ea0cef05f694dcea455478f40674e45,抓取和释放控制,"ACTION, SCENE",抓取和释放控制 is a specific action or function in a work station,129,,['7f8423e6b4a3ab5064e9ff23dcd515ca'],"[-0.00043866  0.01146214 -0.01834087 ... -0.00120264 -0.0471807
  0.00754615]"
7ab5d53a872f4dfc98f3d386879f3c75,3C设备,INDUSTRY,"3C设备, also known as 3C\u8bbe\u5907, is a significant industry sector that encompasses the production, use, and sales of consumer electronics, specifically focusing on computers, communication devices, and consumer electronics. This industry is synonymous with the manufacturing and distribution of various electronic products, including but not limited to computers, mobile phones, and small electronic devices. It is the primary application area for the '飞达模具' group, indicating a strong presence in the sector's tooling and manufacturing processes. The detection workstation and soldering machine are also integral parts of the 3C设备 industry, highlighting its reliance on advanced machinery for production. The term 3C设备 refers to the industry sector dealing with computer, communication, and consumer electronics equipment, where the production and use of these devices are central to its operations. This sector is crucial for the creation of consumption-class electronic products, encompassing the manufacturing of electronic components, communication devices, and consumer electronics. The 3C设备 industry is a comprehensive sector that includes the production of various electronic items, making it a vital part of the global electronics market.",130,,"['036a33f7bae7440b1b9f73f0fff55122' '051f5fcffcb071578deaa06a2635a685'
 '0c9912b4dc242caa53d3ec6df160bfec' '241d0a881a404f7179b8abcb48712c01'
 '2bcae705653a8c2dfee33dc9aec75026' '3a1d23ceba280b76b50f854902585bbb'
 '4b9a8f4ccbb34c68e3eae76bc8f0b994' '63a2a1cd72ee4aae8514a1b3ac5b4153'
 '76f3b1592256b4437b7d47b5f14ae2c6' '7f8423e6b4a3ab5064e9ff23dcd515ca'
 '90ec61cd3b48ca76d750887d30d08016' 'a2560e0ede818486829442c1f6e3f90b'
 'a6844f057674db0c5330ba30e9c6e247' 'a8a882055b379825fd5e73405b085f92'
 'ae030c245f17423575510c619741160a' 'bb8dd1736ac0ae84f0cefaf4d9ae1d0d'
 'c72dd4780b72f9f00821a0bf9f02bcb6' 'cd1096eef266dc55fcc79a78604e195f'
 'ef6d9b5e0927a32e780b2b369685d3ee' 'f07aee97ec45456415a9098726dd2e7a'
 'f38bbac969d88a67d68b93ceb4957404']","[-0.01020271 -0.02582027  0.01131707 ... -0.01443424 -0.04682783
 -0.00564145]"
af1d0fec22114a3398b8016f5225f9ed,电动夹爪,"PRODUCT, EQUIPMENT",电动夹爪 is an electric gripper used for picking up and placing objects,131,,['7f8423e6b4a3ab5064e9ff23dcd515ca'],"[-0.00239695  0.00184176 -0.00818159 ... -0.03988522 -0.01305774
 -0.02003877]"
b07a7f088364459098cd8511ff27a4c8,物流,INDUSTRY,"The entity ""\u7269\u6d41"", which translates to ""Logistics"" in English, is a comprehensive industry that encompasses Logistics and Supply Chain Management. It involves the meticulous planning, implementation, and control of the efficient, effective flow and storage of goods, services, and related information. This process spans from the point of origin to the point of consumption, with the primary goal of meeting customer requirements and needs. The industry of ""\u7269\u6d41"" also deals with the management of the flow of goods, focusing on transportation, storage, distribution, and the automation of packing processes to ensure the smooth and efficient movement of goods. It is a sector that plays a critical role in ensuring the seamless operation of global trade and commerce.",132,,"['04fc8c8af2f683271e982faea72b6a93' '08dc4441d8b079c2201c646aa57dec68'
 '241d0a881a404f7179b8abcb48712c01' '2554bdac15587d028fa7857848167eb4'
 '2b4bd1e000c8a8a34fe9fac4d360115e' '5f2031d0db3b974786f20359afd26bc6'
 '63a2a1cd72ee4aae8514a1b3ac5b4153' '76f3b1592256b4437b7d47b5f14ae2c6'
 '7f8423e6b4a3ab5064e9ff23dcd515ca' '8ae4de39dd9ba11cfa17e06a2174416b'
 '940d8d3c2c5834885c79cf828c1137cb' 'bb8dd1736ac0ae84f0cefaf4d9ae1d0d'
 'cdeb6a80c5f50f79066c94f515892c2d' 'ef6d9b5e0927a32e780b2b369685d3ee']","[-0.01487741 -0.00884972 -0.02241552 ... -0.03012533 -0.01931595
 -0.00732739]"
8870cf2b5df64d2cab5820f67e29b9f1,夹爪机构,"PRODUCT, COMPONENT",夹爪机构 is the mechanism of the gripper,133,,['7f8423e6b4a3ab5064e9ff23dcd515ca'],"[-0.00629793  0.002354    0.00813493 ... -0.04240087 -0.02231589
 -0.03693978]"
cd130938a2844050be991af70baf5ee0,某机器人厂,"ORGANIZATION, COMPANY","某机器人厂 is a manufacturer that produces robots, specifically for assembly lines in the electronics industry",134,,['7f8423e6b4a3ab5064e9ff23dcd515ca'],"[-0.00757078  0.01422262 -0.04759969 ... -0.02972271 -0.03944832
 -0.01150089]"
43544b99c3b04b059546198a0ae6366d,自动化药品分拣系统,"PRODUCT, SYSTEM",自动化药品分拣系统 is a system designed to sort pharmaceuticals with high efficiency and accuracy,135,,['b740e95b2369349a884c647a52dc866f'],"[-0.00555127  0.01333121  0.00998105 ...  0.01333221 -0.00099607
  0.00521833]"
a671bf7fea2f4514b6e96ba99127fafd,医药器械,INDUSTRY,"The entity ""\u533b\u836f\u5668\u68b0"", known as the medical equipment industry, encompasses a broad sector that deals with the development, manufacturing, and use of medical devices and equipment. This industry is crucial for healthcare and pharmaceutical sectors, providing various medical tools and devices essential for medical procedures. It includes the application of advanced technologies such as robotics, with specific mention of rehabilitation robots and exoskeleton robots, highlighting the sector's innovation and technological relevance. The medical device industry, under the umbrella of ""\u533b\u836f\u5668\u68b0"", serves as a vital component in the global healthcare system, ensuring the availability of sophisticated medical equipment for patient care and treatment.",136,,"['0121fa7828a456349a5d679825172e9b' '3ab4ffccaf8256da93b5b8b2d90c943f'
 '794fefdb523287e635a5dce19320814a' '8327ea60cb9724d1bf3f13f18f1b917c'
 '98cdaf1813fc652ea5cff51372d95793' 'a20f67b391030e5cac0afe988906825f'
 'a3a1e7579ad252d4c58c6193b5504bfe' 'ae75fa3b40e2d99d51b0839ec4faef35'
 'b740e95b2369349a884c647a52dc866f' 'cc3f86276324c4b3b25d1ec3649d9abf'
 'd7a373e4186ea1ad9e54a33a5c7e2f1a' 'd9eda21d3e37948306b3b3c665150e73'
 'e78da4dada0873bf9b05c64978c91bb0' 'efb3ae073af3ae2b901a79c1e2c49d39'
 'f17a93e1949af035be1e4824206f385b' 'fd61fde37c9267966317cf3d724fe633']","[-0.00957333 -0.00317879 -0.03343398 ... -0.03237749 -0.04824915
  0.00267461]"
525f41ea20274a05af4e52b625b473f3,药品分拣机,"PRODUCT, EQUIPMENT",药品分拣机 is a machine used for sorting pharmaceuticals in the pharmaceutical industry,137,,['b740e95b2369349a884c647a52dc866f'],"[ 0.00067616 -0.00209614  0.01129518 ...  0.014536   -0.03754959
 -0.01448328]"
071a416efbec4f0886c19ac68f6d43cb,某大型制药企业,"ORGANIZATION, COMPANY","The large pharmaceutical company, 某大型制药企业, is a significant player in the pharmaceutical industry. It has embraced technological advancements by implementing an automated pharmaceutical sorting system and integrating automation into its production processes. These innovations enhance efficiency and accuracy in the handling and manufacturing of pharmaceutical products.",138,,['794fefdb523287e635a5dce19320814a' 'b740e95b2369349a884c647a52dc866f'],"[ 0.01307773 -0.00733717  0.02180667 ...  0.00320461 -0.02477732
 -0.02770942]"
6d8473ef3b1042bf87178a611e3dbcc6,医疗影像设备,"PRODUCT, TECHNOLOGY","The entity, ""醫療影像設備"" (Yīliàoxiàngyìngèshèbèi), commonly translated as ""Medical Imaging Equipment,"" plays a crucial role in the medical industry. This type of equipment is specifically designed for imaging purposes, facilitating diagnostic and therapeutic procedures. Medical Imaging Equipment encompasses a range of devices that are characterized by their high precision and smooth control, essential attributes for accurate and reliable medical imaging. These devices are indispensable in the healthcare sector, enabling medical professionals to visualize internal structures and processes of the human body non-invasively, thereby enhancing the quality of patient care.",139,,['0121fa7828a456349a5d679825172e9b' 'e78da4dada0873bf9b05c64978c91bb0'],"[ 0.00145417 -0.02097709  0.00871003 ... -0.01988576 -0.02043401
 -0.00299385]"
30c9641543c24773938bd8ec57ea98ab,RGV,"PRODUCT, TECHNOLOGY",RGV (可编程导引车辆) is used in automated warehousing and logistics systems for material and cargo handling in warehouses,140,,['63a2a1cd72ee4aae8514a1b3ac5b4153'],"[ 0.02011848  0.01878179  0.00421691 ... -0.02485926  0.01991295
 -0.0271505 ]"
18b839da898e4026b81727d759d95c6a,某电商巨头物流中心的自动化仓储系统,"PRODUCT, SYSTEM",某电商巨头物流中心的自动化仓储系统 is an automated warehousing system used by a major e-commerce company for efficient storage and retrieval of goods,141,,['63a2a1cd72ee4aae8514a1b3ac5b4153'],"[-0.01539629 -0.00887891  0.01893139 ... -0.01528603 -0.01801257
 -0.01380019]"
eeef6ae5c464400c8755900b4f1ac37a,自动化多轴钻孔设备,"PRODUCT, TECHNOLOGY",自动化多轴钻孔设备 is a specialized machinery used in the manufacturing industry for drilling holes with high precision and consistency across multiple axes,142,,['d560c15d411111345f80197f7486058a'],"[ 0.03208914  0.00612533 -0.01647655 ... -0.03885831 -0.01147884
  0.00180436]"
422433aa45804c7ebb973b2fafce5da6,多轴钻孔机,"PRODUCT, TECHNOLOGY","多轴钻孔机 is a type of equipment used in the manufacturing industry for drilling holes in various materials, often requiring precise control over multiple axes",143,,['d560c15d411111345f80197f7486058a'],"[ 0.0079926  -0.00649667 -0.02079337 ... -0.03896868 -0.0126284
 -0.00703878]"
