level,title,type,description,source_id,community,degree,human_readable_id,id,size,graph_embedding,top_level_node_id,x,y
0,灌装输送线,"PRODUCT, TECHNOLOGY",灌装输送线 is a production line used in the food industry for transporting containers to the filling station,edef8a2bd56d008322049355406edcf4,21,5,439,d562223c17d948bf98e34b4d97dde932,5,,d562223c17d948bf98e34b4d97dde932,0,0
0,输送带系统,"PRODUCT, TECHNOLOGY","输送带系统 is part of the filling conveyor line, responsible for the stable transportation of containers",edef8a2bd56d008322049355406edcf4,21,1,440,cde2d75c51d245879265b79d14b8699b,1,,cde2d75c51d245879265b79d14b8699b,0,0
0,食品行业,INDUSTRY,食品行业 refers to the sector where food products are processed and packaged,edef8a2bd56d008322049355406edcf4,21,1,441,44594467054849d4a1fadb46ddd51641,1,,44594467054849d4a1fadb46ddd51641,0,0
0,某化妆品厂,"ORGANIZATION, COMPANY",某化妆品厂 is a manufacturer that produces cosmetics and uses automation technology in their production lines,edef8a2bd56d008322049355406edcf4,21,1,442,2918130221f94f4387da049b647bfe6a,1,,2918130221f94f4387da049b647bfe6a,0,0
0,太阳能逆变器制造设备,"PRODUCT, TECHNOLOGY","太阳能逆变器制造设备 is used to produce inverters that convert solar energy. It involves the use of direct current servos to control the motion components of the manufacturing equipment, achieving high precision and efficiency in assembly and testing, thus improving the quality and consistency of the inverter production.",937c32a23dadd297f434106e4a601a61,16,4,443,fd139ac75b0e4777ab67b7423eaaa37f,4,,fd139ac75b0e4777ab67b7423eaaa37f,0,0
0,生产设备,"PRODUCT, TECHNOLOGY","生产设备 refers to the equipment used in the manufacturing process of solar inverters, which includes components like direct current servos and control systems.",937c32a23dadd297f434106e4a601a61,16,1,444,a701c349eb7142d48ba7efad89caf9d2,1,,a701c349eb7142d48ba7efad89caf9d2,0,0
0,某电力设备厂,"ORGANIZATION, COMPANY","某电力设备厂 is a manufacturer that produces equipment for the energy industry, specifically mentioned in the context of a solar inverter automation production line.",937c32a23dadd297f434106e4a601a61,16,1,445,e5d40a1b17f74b1db5d18279caedb04a,1,,e5d40a1b17f74b1db5d18279caedb04a,0,0
0,自动化仓库堆垛机,"PRODUCT, TECHNOLOGY","自动化仓库堆垛机 is a piece of equipment used in automated warehousing, featuring precise positioning and stable operation through the use of a DC servo drive",76f3b1592256b4437b7d47b5f14ae2c6,16,5,446,de25d06733d04385825ee082792f5e52,5,,de25d06733d04385825ee082792f5e52,0,0
0,振镜旋转控制,"TECHNIQUE, PROCESS","振镜旋转控制 is a technique where a laser beam is reflected off a continuously rotating polygon mirror to create continuous, parallel scan lines on the ground",27cc8dca2eaecc56df40ff1259b58cee,24,6,447,32f6f11a7845416b8c6eb9fb0b382140,6,,32f6f11a7845416b8c6eb9fb0b382140,0,0
0,激光振镜,"PRODUCT, EQUIPMENT",激光振镜 is a device used in the laser equipment industry for directing laser beams,27cc8dca2eaecc56df40ff1259b58cee,24,3,448,91407be8c3e54e23918d3a7183d962db,3,,91407be8c3e54e23918d3a7183d962db,0,0
0,直流无刷电机,"COMPONENT, TECHNOLOGY",直流无刷电机 is a component used in the control of the polygon mirror rotation in the laser scanning process,27cc8dca2eaecc56df40ff1259b58cee,24,1,449,3831134696584d83bbf676a6b3bfa8f9,1,,3831134696584d83bbf676a6b3bfa8f9,0,0
0,棱镜,COMPONENT,棱镜 is a component that reflects the laser beam in the laser scanning process,27cc8dca2eaecc56df40ff1259b58cee,24,1,450,50e512a5dbe941f5af68bfdf74b1c3c0,1,,50e512a5dbe941f5af68bfdf74b1c3c0,0,0
0,脉冲控制卡,"COMPONENT, TECHNOLOGY",脉冲控制卡 is a component that controls the pulse signals for the operation of the laser scanning system,27cc8dca2eaecc56df40ff1259b58cee,24,1,451,edc717747e904728b57185f5013461f9,1,,edc717747e904728b57185f5013461f9,0,0
0,PWM调解,"TECHNIQUE, PROCESS",PWM调解 is a technique used to adjust the rotation speed of the polygon mirror in the laser scanning process,27cc8dca2eaecc56df40ff1259b58cee,24,1,452,8fba1fea719d49d380ac2d9c310d68b3,1,,8fba1fea719d49d380ac2d9c310d68b3,0,0
0,大族思特,"COMPANY, CASE STUDY",大族思特 is a company that has implemented a similar scene or solution in the laser equipment industry,27cc8dca2eaecc56df40ff1259b58cee,24,1,453,532da08f04f645708e747c57e9c4ee05,1,,532da08f04f645708e747c57e9c4ee05,0,0
0,多轴焊接控制,"TECHNIQUE, PROCESS",多轴焊接控制 is a technique used in the manufacturing industry for precise control over multiple axes during welding operations,4b028e742c5bb99151ce8d6869dd59e1,18,1,454,3cf0ab4cf14e47ddabd49d500a3dc488,1,,3cf0ab4cf14e47ddabd49d500a3dc488,0,0
0,机器人焊接工作站,"PRODUCT, EQUIPMENT",机器人焊接工作站 is a type of equipment used in the manufacturing industry for automated welding tasks,4b028e742c5bb99151ce8d6869dd59e1,18,4,455,a39b72f8921f43ef8ef295c7cc8f7294,4,,a39b72f8921f43ef8ef295c7cc8f7294,0,0
0,焊接机器人,"PRODUCT, EQUIPMENT",焊接机器人 is a specialized robot designed for welding tasks in manufacturing settings,4b028e742c5bb99151ce8d6869dd59e1,18,1,456,9f5adbeb6cf04f089abe78d86cfa6aba,1,,9f5adbeb6cf04f089abe78d86cfa6aba,0,0
0,激光打标设备,"PRODUCT, TECHNOLOGY",激光打标设备 is a specific type of equipment that uses laser technology to mark on products,ed18651c3085e19592c04bfcd0b52dac,18,5,457,efb6350e65964659bc20396c0166b296,5,,efb6350e65964659bc20396c0166b296,0,0
0,某手机配件厂,"ORGANIZATION, COMPANY",某手机配件厂 is a manufacturer that produces accessories for mobile phones,ed18651c3085e19592c04bfcd0b52dac,18,1,458,e095cc36da784300b27c6f8c60a96440,1,,e095cc36da784300b27c6f8c60a96440,0,0
0,全自动洗车机,"PRODUCT, TECHNOLOGY",全自动洗车机 is a machine designed for automated car washing in the automotive maintenance industry,767b420b9f192c70035d7fb4ac624eb3,18,5,459,c68893ca39d74ba08c6eb138f24441e1,5,,c68893ca39d74ba08c6eb138f24441e1,0,0
0,清洗臂,"PRODUCT, TECHNOLOGY",清洗臂 is a part of the automatic car wash machine that moves to clean different parts of the car,767b420b9f192c70035d7fb4ac624eb3,18,1,460,472b23bb92834173b4118d101040c726,1,,472b23bb92834173b4118d101040c726,0,0
0,喷水系统,"PRODUCT, TECHNOLOGY",喷水系统 is a component of the automatic car wash machine that sprays water to clean the car,767b420b9f192c70035d7fb4ac624eb3,18,1,461,81869985b45a4fefbbbb23ea118a3de4,1,,81869985b45a4fefbbbb23ea118a3de4,0,0
0,某汽车美容店,"ORGANIZATION, COMPANY","某汽车美容店 is a business that provides car beauty services, including the use of automatic car wash equipment",767b420b9f192c70035d7fb4ac624eb3,18,1,462,42b8584c5a874eb08fbd61f0c18f3ca0,1,,42b8584c5a874eb08fbd61f0c18f3ca0,0,0
0,模组组装控制,"PROCESS, ACTIVITY",模组组装控制是指在手机相机模组组装设备中，将镜头、传感器等组件精确装配到一起的过程,2bcae705653a8c2dfee33dc9aec75026,18,1,463,824d93d9840a4b7c8b1f31bc6816b497,1,,824d93d9840a4b7c8b1f31bc6816b497,0,0
0,手机相机模组组装设备,"PRODUCT, EQUIPMENT",手机相机模组组装设备是一种用于将镜头、传感器等组件精确装配到一起的设备，以确保相机模组的性能和稳定性,2bcae705653a8c2dfee33dc9aec75026,18,6,464,f209a808f1f04a5699601e672f4abd06,6,,f209a808f1f04a5699601e672f4abd06,0,0
0,装配头,"PRODUCT, COMPONENT",装配头是手机相机模组组装设备中的一个组件，用于精确装配镜头、传感器等组件,2bcae705653a8c2dfee33dc9aec75026,18,1,465,ccb335166f6c4564ac1c61549d8ded50,1,,ccb335166f6c4564ac1c61549d8ded50,0,0
0,某手机制造厂,"ORGANIZATION, COMPANY",某手机制造厂是一家生产手机的制造企业,2bcae705653a8c2dfee33dc9aec75026,,1,466,cbe1a41a82aa4f268e8264568b25938f,1,,cbe1a41a82aa4f268e8264568b25938f,0,0
0,自动化装配生产线,"PRODUCT, TECHNOLOGY","The entity ""自动化装配生产线"" is a sophisticated technology employed by a solar equipment company for the automated assembly of photovoltaic panels. This production line utilizes an automated assembly process, which significantly enhances production efficiency and product quality. By integrating advanced automation techniques, the ""自动化装配生产线"" ensures a streamlined and precise manufacturing process, making it a critical component in the production of high-quality photovoltaic panels.","2bcae705653a8c2dfee33dc9aec75026,5dd431defb92ab5537c35d879d857152",,2,467,28e7639f55ce464c8a080cbb2c745fa2,2,,28e7639f55ce464c8a080cbb2c745fa2,0,0
0,锂电池测试设备,"PRODUCT, EQUIPMENT",锂电池测试设备 is a specific type of equipment used for testing the performance of lithium batteries,52193089f44e2d4de3eae704535af318,18,5,468,3f3a2d7aa1294116814f0b4d89baa23d,5,,3f3a2d7aa1294116814f0b4d89baa23d,0,0
0,测试探针,"PRODUCT, COMPONENT",测试探针 is a component used in the testing process to interact with the lithium batteries for performance evaluation,52193089f44e2d4de3eae704535af318,18,1,469,3073b33926bd4f33807ffa3befacefaf,1,,3073b33926bd4f33807ffa3befacefaf,0,0
0,动力装置,"PRODUCT, COMPONENT",动力装置 is a component that provides the necessary power for the operation of the testing equipment,52193089f44e2d4de3eae704535af318,18,1,470,2b916117691c4872a9c4e4888d4fe4ab,1,,2b916117691c4872a9c4e4888d4fe4ab,0,0
0,车载雷达,"PRODUCT, TECHNOLOGY","车载雷达 is a device used in the automotive industry for scanning the environment, detecting targets, and avoiding obstacles",5dbdf06fa4c2f0172e062f438941881b,18,4,471,1f7b02bf486e4f42b23e9cb1a63207f3,4,,1f7b02bf486e4f42b23e9cb1a63207f3,0,0
0,方位角度调整机构,"PRODUCT, TECHNOLOGY",方位角度调整机构 is a component that allows for the adjustment of radar orientation and angle,5dbdf06fa4c2f0172e062f438941881b,18,1,472,e744c118ae7f4638a01d060bbaedd6e9,1,,e744c118ae7f4638a01d060bbaedd6e9,0,0
0,某电动车厂,"ORGANIZATION, COMPANY",某电动车厂 is a manufacturer that produces electric vehicles and utilizes technology for autonomous driving systems,5dbdf06fa4c2f0172e062f438941881b,18,1,473,e1c1080c717d437996def1a41772d179,1,,e1c1080c717d437996def1a41772d179,0,0
0,多轴喷洗控制,"SCENE, ACTION","多轴喷洗控制 is a specific action or function in a manufacturing setting, involving the control of multi-axis spray washing operations",5d67b02ec3d25e19d4c5df9075d68aad,18,1,474,63fba9a7c47a4f14ac0bee6bc90d0fea,1,,63fba9a7c47a4f14ac0bee6bc90d0fea,0,0
0,喷洗设备,"EQUIPMENT, TECHNOLOGY","喷洗设备 is a type of equipment used for cleaning various large-scale equipment or facilities, often seen in the manufacturing industry",5d67b02ec3d25e19d4c5df9075d68aad,18,2,475,6bfc2395b4f54a528a1ebac94a43acb8,2,,6bfc2395b4f54a528a1ebac94a43acb8,0,0
0,喷洗机械臂,"EQUIPMENT, ROBOTIC ARM","喷洗机械臂 is a robotic arm specifically designed for spray washing operations, capable of multi-axis movement for high-precision cleaning",5d67b02ec3d25e19d4c5df9075d68aad,18,1,476,1cce5cebf437428eb1a60dffbdfa603f,1,,1cce5cebf437428eb1a60dffbdfa603f,0,0
0,VIVO音量按键检测设备,"PRODUCT, TECHNOLOGY",VIVO音量按键检测设备 is a device used for testing volume buttons in 3C devices,f07aee97ec45456415a9098726dd2e7a,2,7,477,dc94039d6643460ca3c66150b9087129,7,,dc94039d6643460ca3c66150b9087129,0,0
0,软着陆,"ACTION, PROCESS",软着陆 is a process or action that describes a gentle and controlled landing or transition,f07aee97ec45456415a9098726dd2e7a,2,1,478,f197d75f159943f8a3ff441199790bc7,1,,f197d75f159943f8a3ff441199790bc7,0,0
0,音圈,"COMPONENT, TECHNOLOGY",音圈 is a component used in the VIVO音量按键检测设备 for volume button testing,f07aee97ec45456415a9098726dd2e7a,2,1,479,4d8890c699684c9381105b03b0b41b03,1,,4d8890c699684c9381105b03b0b41b03,0,0
0,驱动,"COMPONENT, TECHNOLOGY",驱动 is a component that powers or controls the operation of the VIVO音量按键检测设备,f07aee97ec45456415a9098726dd2e7a,2,1,480,b1658adfa43847eabad1437db235e858,1,,b1658adfa43847eabad1437db235e858,0,0
0,力传感器,"COMPONENT, TECHNOLOGY",力传感器 is a component that measures force or pressure in the VIVO音量按键检测设备,f07aee97ec45456415a9098726dd2e7a,2,1,481,a1773cac7d4c4939aec965660e5015fe,1,,a1773cac7d4c4939aec965660e5015fe,0,0
0,力控精度,"DESIGN, CRITERIA","力控精度 refers to the precision of force control in the VIVO音量按键检测设备, which is a critical design point",f07aee97ec45456415a9098726dd2e7a,2,1,482,6a054cb59fb44cf494b93988b5f88833,1,,6a054cb59fb44cf494b93988b5f88833,0,0
0,螺丝锁紧和扭松,"ACTION, PROCEDURE",螺丝锁紧和扭松 is a process where screws are tightened and loosened to adjust their height on a board with multiple screws to achieve a uniform height,f38bbac969d88a67d68b93ceb4957404,2,1,483,e7b103a52e384e3e8bf14105223e7e82,1,,e7b103a52e384e3e8bf14105223e7e82,0,0
0,锁螺丝机,"EQUIPMENT, TECHNOLOGY",锁螺丝机 is a device used in the 3C equipment industry for tightening screws,f38bbac969d88a67d68b93ceb4957404,2,2,484,3f1042452c254cecaf7189e89162adc8,2,,3f1042452c254cecaf7189e89162adc8,0,0
0,华为团泊洼实验室,"ORGANIZATION, COMPANY",华为团泊洼实验室 is a research and development facility associated with Huawei,f38bbac969d88a67d68b93ceb4957404,2,1,485,fd31d549420744d1bd1a6b1112a9a6ba,1,,fd31d549420744d1bd1a6b1112a9a6ba,0,0
0,晶体绑定和对位控制,"PROCESS, TECHNOLOGY",晶体绑定和对位控制 is a process in the semiconductor industry for bonding chips to a substrate with precise alignment,7b0d50ca36fedb4fb7b68e4eec73b368,3,1,486,f7ab348030714072a277682b51f7c588,1,,f7ab348030714072a277682b51f7c588,0,0
0,固晶机,"EQUIPMENT, TECHNOLOGY",固晶机 is a machine used in the semiconductor industry for bonding chips to a substrate,7b0d50ca36fedb4fb7b68e4eec73b368,3,5,487,2139b0906dc541e094138a978d070416,5,,2139b0906dc541e094138a978d070416,0,0
0,某LED厂商,"ORGANIZATION, COMPANY",某LED厂商 is a manufacturer that produces LED products,7b0d50ca36fedb4fb7b68e4eec73b368,,1,488,ff5466607e5d4453b1d833629292f664,1,,ff5466607e5d4453b1d833629292f664,0,0
0,芯片封装生产线,"PRODUCT, TECHNOLOGY",芯片封装生产线 is a production line used for the packaging of chips,7b0d50ca36fedb4fb7b68e4eec73b368,,1,489,71f95003936e46a98d90757ffd845d40,1,,71f95003936e46a98d90757ffd845d40,0,0
0,智能清舱农机,"PRODUCT, TECHNOLOGY","智能清舱农机 is a type of agricultural machinery designed for clearing warehouses or farmlands, featuring efficient movement and operation through the use of DC servo drives",4418484e1f856e36e079b84bd1272840,16,5,490,bada987ea7da4c939393ee1c3d08ccd4,5,,bada987ea7da4c939393ee1c3d08ccd4,0,0
0,农业机械,"PRODUCT, TECHNOLOGY","农业机械 is a broad category of equipment used in the agricultural industry for various tasks such as planting, harvesting, and processing",4418484e1f856e36e079b84bd1272840,16,1,491,d0a274e7934d446fb91847bb53a961a6,1,,d0a274e7934d446fb91847bb53a961a6,0,0
0,极片叠放控制,"SCENE, ACTION",极片叠放控制 is a specific action in the lithium battery manufacturing process where battery sheets are precisely stacked together,a82bda15276dce27bef66a10a15a3fb1,16,1,492,0a799eab61bc4e6b884db6689f9c2c4a,1,,0a799eab61bc4e6b884db6689f9c2c4a,0,0
0,叠片机,"MACHINE, EQUIPMENT",叠片机 is a machine used in the lithium battery industry for stacking battery sheets accurately,a82bda15276dce27bef66a10a15a3fb1,16,3,493,8c34cd494a63438dac219c1dc0f73100,3,,8c34cd494a63438dac219c1dc0f73100,0,0
0,"3个直流伺服驱动, 直线电机, 控制器, 直线编码器","COMPONENTS, TECHNOLOGY","These components are essential for achieving high-precision stacking control and quick response, ensuring consistency and preventing damage to the battery sheets",a82bda15276dce27bef66a10a15a3fb1,16,1,494,c6f428af0c5e4f629902fd5455bf19ac,1,,c6f428af0c5e4f629902fd5455bf19ac,0,0
0,某电池公司,"ORGANIZATION, COMPANY","某电池 company is a manufacturer that produces batteries, potentially for use in new energy vehicles",a82bda15276dce27bef66a10a15a3fb1,,1,495,d1fd271d16c348019c2fcced762b35a2,1,,d1fd271d16c348019c2fcced762b35a2,0,0
0,新能源汽车电池生产线,,,a82bda15276dce27bef66a10a15a3fb1,,1,496,ffa128c9c0c84d39bad1bba8cfa4adc5,1,,ffa128c9c0c84d39bad1bba8cfa4adc5,0,0
0,智能仓储系统,"PRODUCT, SYSTEM","智能仓储系统 is an automated system for material handling and storage in the logistics industry, utilizing DC servo drives for precise positioning and movement",ef6d9b5e0927a32e780b2b369685d3ee,16,6,497,058f66cc356b43cc9433bd3c8d57fa46,6,,058f66cc356b43cc9433bd3c8d57fa46,0,0
0,激光扫描仪,"PRODUCT, TECHNOLOGY",激光扫描仪 is a device used for measuring the three-dimensional shape of terrain or objects,1004c3ef61d917fa05a207f01ed74560,18,3,498,ff74091eaba246698fcae59c21eec828,3,,ff74091eaba246698fcae59c21eec828,0,0
0,某测绘公司,"ORGANIZATION, COMPANY",某测绘 company is a business that provides mapping and surveying services,1004c3ef61d917fa05a207f01ed74560,18,1,499,f6cbbf1b8f4b48a28a16e4dd8976b9bb,1,,f6cbbf1b8f4b48a28a16e4dd8976b9bb,0,0
0,自动点餐与配送机器人,"PRODUCT, TECHNOLOGY","自动点餐与配送机器人 is a robotic system designed for the restaurant industry to automate the ordering and delivery of food, utilizing DC servo drives for precise movement and positioning",ca10fe3d16756300859a0693aee7f7a0,16,5,500,757ca40654d5476aa949a26b733be8d4,5,,757ca40654d5476aa949a26b733be8d4,0,0
0,自动化玻璃清洗设备,"PRODUCT, TECHNOLOGY",自动化玻璃清洗设备 is a specialized equipment used in the manufacturing industry for cleaning glass with precision and efficiency,69ddcc4f6ff5df8aa797fee7694ff710,15,6,501,539d55e7c42e44b59d98f59fae3e0ee1,6,,539d55e7c42e44b59d98f59fae3e0ee1,0,0
0,玻璃清洗设备,"PRODUCT, TECHNOLOGY",玻璃清洗设备 is a type of equipment designed specifically for cleaning glass surfaces in a manufacturing setting,69ddcc4f6ff5df8aa797fee7694ff710,15,1,502,3785eeadea9042bfb2e50f16c0397a12,1,,3785eeadea9042bfb2e50f16c0397a12,0,0
0,精准运动,CONCEPT,"精准运动 refers to the concept of precise and controlled movement, often required in automated processes to ensure accuracy and quality",69ddcc4f6ff5df8aa797fee7694ff710,15,1,503,48cd97f2297143e09d61ff2a8542c0c5,1,,48cd97f2297143e09d61ff2a8542c0c5,0,0
0,均匀清洗,CONCEPT,"均匀清洗 is the concept of consistent and even cleaning, crucial for maintaining the quality and integrity of surfaces being cleaned",69ddcc4f6ff5df8aa797fee7694ff710,15,1,504,ff95eb0d5f7f49b782027d5c7ae3c3fe,1,,ff95eb0d5f7f49b782027d5c7ae3c3fe,0,0
0,高效性,CONCEPT,"高效性 refers to the concept of efficiency, indicating the ability to perform tasks with minimal waste of time and resources",69ddcc4f6ff5df8aa797fee7694ff710,15,1,505,086da554db5b4ad5806aedeb0024197c,1,,086da554db5b4ad5806aedeb0024197c,0,0
0,玻璃制造厂清洗线,"PRODUCT, TECHNOLOGY",玻璃制造厂清洗线 is a production line in a glass manufacturing plant that utilizes specialized equipment for cleaning glass surfaces,69ddcc4f6ff5df8aa797fee7694ff710,15,1,506,216ee8a907a0466a88b27f8ada19ffa0,1,,216ee8a907a0466a88b27f8ada19ffa0,0,0
0,按摩机器人,"PRODUCT, TECHNOLOGY",按摩机器人 is a specific application or equipment designed for the massage function,cd97ce82b07072c24ffdddbbf2a468a4,13,3,507,6fefb317687d4ac98efe39a52f3e190f,3,,6fefb317687d4ac98efe39a52f3e190f,0,0
0,昊志,"ORGANIZATION, COMPANY",昊志 is a company that may have provided similar case studies or solutions related to the massage robot application,cd97ce82b07072c24ffdddbbf2a468a4,13,1,508,320d9d91238948a8be67972ccceab878,1,,320d9d91238948a8be67972ccceab878,0,0
0,自动化食品加工设备,"PRODUCT, TECHNOLOGY",自动化食品加工设备 is a specialized machinery used in the food industry for processing food items with high precision and efficiency,d677c45b0e6b17b157c972d420c84d31,4,7,509,bdcbcccadd474b3bbe9a8f56c811bab4,7,,bdcbcccadd474b3bbe9a8f56c811bab4,0,0
0,食品加工机,"PRODUCT, TECHNOLOGY",食品加工机 is a machine used in the food industry for processing food items,d677c45b0e6b17b157c972d420c84d31,4,1,510,f127fc4d87f94794be89134406ba0694,1,,f127fc4d87f94794be89134406ba0694,0,0
0,激光摆振控制,"TECHNIQUE, PROCESS","The entity, ""激光振镜控制"" (Jiguang Zhenjing Kongzhi), also known as ""Laser Galvanometer Control,"" is a specialized action or function within the manufacturing sector. This technique is employed to manage the small angle, high-speed oscillation of a laser galvanometer motor, typically operating across 1-2 axes. The control of such motors is crucial for precision and efficiency in various manufacturing processes, particularly in applications requiring high-speed and accurate laser beam steering. This method ensures the motor's oscillation is finely tuned, enabling the laser to perform intricate tasks with speed and accuracy, thus enhancing the overall productivity and quality of manufacturing operations.","11e6b3ae933f56d04dc0bf25295f1a04,79aa04e481a4012b9038dab21db76ad6",17,5,511,c27966a4e3be434686454204ac7b3ab4,5,,c27966a4e3be434686454204ac7b3ab4,0,0
0,工业、民用手持激光焊,"PRODUCT, APPLICATION",工业、民用手持激光焊 is an application or equipment used in the industry and civilian sectors for handheld laser welding,79aa04e481a4012b9038dab21db76ad6,17,2,512,dab39f92d0ed468c80699f28c05c45fa,2,,dab39f92d0ed468c80699f28c05c45fa,0,0
0,"制造业, 电动工具",INDUSTRY,"制造业, 电动工具 refers to the industry sectors of manufacturing and electric tools",79aa04e481a4012b9038dab21db76ad6,17,1,513,3076f330d121489aa50964ce54a3b1ac,1,,3076f330d121489aa50964ce54a3b1ac,0,0
0,控制1-2轴小型振镜电机,"EQUIPMENT, COMPONENT",控制1-2轴小型振镜电机 is the equipment or component that controls the small 1-2 axis galvanometer motors,79aa04e481a4012b9038dab21db76ad6,17,1,514,c8e5d3afdcb54c8589e280f0c4a87417,1,,c8e5d3afdcb54c8589e280f0c4a87417,0,0
0,无人机测绘,"SCENARIO, APPLICATION",无人机测绘 is a specific application in the surveying industry where complex terrains are mapped using drones equipped with LiDAR technology,d19c9b8b5aac469b4044d1b504efb201,7,3,515,f3d30627e19245649e497ab49bf0fa30,3,,f3d30627e19245649e497ab49bf0fa30,0,0
0,激光雷达,"TECHNOLOGY, EQUIPMENT","激光雷达 (LiDAR) is a technology used for surveying and mapping, often mounted on drones for aerial surveys",d19c9b8b5aac469b4044d1b504efb201,7,1,516,e3f1098c3d984bc7b5f30b9c0101f7a6,1,,e3f1098c3d984bc7b5f30b9c0101f7a6,0,0
0,测绘行业,INDUSTRY,"测绘行业 refers to the surveying industry, which involves mapping and measuring land and terrain","795a6efb4c07565e2cea3077eac4130a,d19c9b8b5aac469b4044d1b504efb201",7,3,517,24b4a5f4db67418cbfa08c5316f0ab51,3,,24b4a5f4db67418cbfa08c5316f0ab51,0,0
0,南方卫星,"COMPANY, CASE STUDY",南方卫星 is a company that may have provided similar solutions or services in the surveying industry,d19c9b8b5aac469b4044d1b504efb201,7,1,518,e4b707e3e6964197855b82fc66ef59e7,1,,e4b707e3e6964197855b82fc66ef59e7,0,0
0,两轴，PITCH轴 0-180°运动，YAW轴360°运动,MECHANICAL_COMPONENTS,"These are mechanical components that include pitch and yaw axes for movement, with pitch axis capable of 0-180° motion and yaw axis capable of 360° motion",d19c9b8b5aac469b4044d1b504efb201,,1,519,109b8be5a8ee4180a1465cd23f019d7b,1,,109b8be5a8ee4180a1465cd23f019d7b,0,0
0,1运动控制卡+2旋转伺服+2旋转编码器+2直流伺服驱动器,"ELECTRONIC_COMPONENTS, CONTROL_SYSTEM","These are electronic components and control systems that include 1 motion control card, 2 rotary servos, 2 rotary encoders, and 2 DC servo drivers, used to control the mechanical components in the surveying process",d19c9b8b5aac469b4044d1b504efb201,,1,520,49f771e31a0c4b35bc39e389f3623509,1,,49f771e31a0c4b35bc39e389f3623509,0,0
0,机器人关节控制,"SCENE, ACTION","机器人关节控制 is a specific action or function at a workstation, involving the control of robotic joint rotation",3ab4ffccaf8256da93b5b8b2d90c943f,6,4,521,aa946d4379694a74ba0da37e69d2810a,4,,aa946d4379694a74ba0da37e69d2810a,0,0
0,旋转力矩电机,"COMPONENT, TECHNOLOGY","旋转力矩电机 is a component used in the control of joint rotation, providing the necessary torque for motion",3ab4ffccaf8256da93b5b8b2d90c943f,6,1,522,268446fc52a54fd2837f73aeb3e0b74f,1,,268446fc52a54fd2837f73aeb3e0b74f,0,0
0,CANOPEN控制卡,"COMPONENT, TECHNOLOGY",CANopen控制卡 is a control card that uses CANopen protocol for communication and control in the robotic system,3ab4ffccaf8256da93b5b8b2d90c943f,6,1,523,f6ddfa8491ff40d2839bb5b2e105df22,1,,f6ddfa8491ff40d2839bb5b2e105df22,0,0
0,半导体制造中的晶圆搬运和定位系统,"SCENE, PROCESS",半导体制造中的晶圆搬运和定位系统 is a specific process in semiconductor manufacturing that involves the precise handling and positioning of wafers,539698a25cb179675acbe49815b3afbc,3,1,524,db1295504da645b69d9786d54f233fed,1,,db1295504da645b69d9786d54f233fed,0,0
0,晶圆自动化搬运机器人,"PRODUCT, ROBOTICS",晶圆自动化搬运机器人 is a type of robot designed for the automation of wafer handling in the semiconductor industry,539698a25cb179675acbe49815b3afbc,3,4,525,6ff4ed0dda4f4158af37be99f505565f,4,,6ff4ed0dda4f4158af37be99f505565f,0,0
0,高性能工控机,"PRODUCT, CONTROL_SYSTEM",高性能工控机 is a high-performance industrial control computer used in the control system for wafer handling robots,539698a25cb179675acbe49815b3afbc,3,1,526,5d398b88ee4242a59c32feb188683ec3,1,,5d398b88ee4242a59c32feb188683ec3,0,0
0,多轴机械臂,"PRODUCT, ROBOTIC_ARM","多轴机械臂 is a multi-axis robotic arm that includes motors, encoders, and DC servo drives for precise wafer handling",539698a25cb179675acbe49815b3afbc,3,1,527,0a784e00c9464bd3aeb830b908f73170,1,,0a784e00c9464bd3aeb830b908f73170,0,0
0,自动化制药设备,"PRODUCT, TECHNOLOGY","自动化制药设备 is a specialized machinery used in the pharmaceutical industry for precise control of raw material mixing and distribution, aiming to enhance the efficiency and quality of pharmaceutical production",794fefdb523287e635a5dce19320814a,4,8,528,b0966a0f455e44229e6c9705d57bfca9,8,,b0966a0f455e44229e6c9705d57bfca9,0,0
0,制药机,"PRODUCT, TECHNOLOGY",制药机 is a type of equipment used in the pharmaceutical industry for the production of medicines,794fefdb523287e635a5dce19320814a,4,1,529,99761e9b89cc4060be3ed6b34532e7ff,1,,99761e9b89cc4060be3ed6b34532e7ff,0,0
0,灌装生产线,"PRODUCT, TECHNOLOGY",灌装生产线 is a production line used for precise filling of liquids or powders into containers,966a905cf094e3cf44c91ebc9ebc1904,25,6,530,8130a1a82bde46048952cf147690e630,6,,8130a1a82bde46048952cf147690e630,0,0
0,灌装头,PRODUCT,灌装头 is a part of the filling line that directly interacts with the product being filled,966a905cf094e3cf44c91ebc9ebc1904,25,1,531,79c99026b7ef4946b9b8e0be841fd4c5,1,,79c99026b7ef4946b9b8e0be841fd4c5,0,0
0,某饮料厂,"ORGANIZATION, COMPANY",某饮料厂 is a beverage manufacturing company that uses automation in its production processes,966a905cf094e3cf44c91ebc9ebc1904,25,1,532,fdcb1673254842f1935f53d0c38c467e,1,,fdcb1673254842f1935f53d0c38c467e,0,0
0,仿生泳姿控制,"SCENARIO, TECHNOLOGY",仿生泳姿控制 is a feature of underwater robots that allows them to mimic the swimming movements of aquatic creatures for efficient and precise underwater navigation,bec622312c7d50d15196290b6635711e,18,1,533,dcb3f4cc8abc46faabc193d9885e91d0,1,,dcb3f4cc8abc46faabc193d9885e91d0,0,0
