source,target,weight,description,text_unit_ids,id,human_readable_id,source_degree,target_degree,rank
ALLOW_GENERAL_KNOWLEDGE,GENERAL_KNOWLEDGE_INCLUSION_PROMPT,1.0,The allow_general_knowledge setting is related to the general_knowledge_inclusion_prompt as enabling the former triggers the inclusion of the latter in the reduce_system_prompt,['e442fbb7a67e97ebc4de131b25c639e1'],d0e58b78e8e84a0c8796e707b1f95f65,162,1,1,2
MAX_DATA_TOKENS,CONTEXT_BUILDER_PARAMS,1.0,"The max_data_tokens property is related to the context_builder_params as it sets a limit on the amount of data that can be processed, which the context_builder must adhere to when building the context window",['e442fbb7a67e97ebc4de131b25c639e1'],215fcc6a3b5e452da123aa7f9ef0cbc9,163,1,2,3
REDUCE_LLM_PARAMS,LLM CALL,1.0,"The LLM call is configured by reduce_llm_params, which specifies additional parameters for the reduce stage, influencing the output of the LLM call.",['e0cc1cf05b92456e09100790815186fe'],0d0fc5d4ecb548079b28979186f19bf6,164,1,4,5
CONTEXT_BUILDER_PARAMS,LLM CALL,1.0,"The LLM call's effectiveness in the map stage is enhanced by context_builder_params, which customize the context window for better understanding of the input data.",['e0cc1cf05b92456e09100790815186fe'],e7d3fe0f87ff47f5a4c8d9572d27245a,165,2,4,6
CONCURRENT_COROUTINES,LLM CALL,1.0,"The performance of the LLM call in the map stage is influenced by concurrent_coroutines, which determines the level of parallelism in processing tasks.",['e0cc1cf05b92456e09100790815186fe'],6f7165b558ae427ca14b2b16d1e8e204,166,1,4,5
GRAPHRAG QUERY CLI,DATA,1.0,"The GraphRAG query CLI uses data, typically in .parquet files, as input for queries and responses, enabling searches and generation of outputs based on indexed data.",['e0cc1cf05b92456e09100790815186fe'],2ec093d2a76d45f88ec508e45ba8c6a3,167,3,1,4
GRAPHRAG QUERY CLI,COMMUNITY_LEVEL,1.0,"The GraphRAG query CLI's functionality is influenced by community_level, which specifies the level of detail in community reports, affecting the granularity of the search results.",['e0cc1cf05b92456e09100790815186fe'],16d5a528d6374612b87a5656e8d95193,168,3,2,5
METHOD,ROOT,2.0,"ROOT and METHOD are integral components in the document selection and template generation process within a project. ROOT specifies the project's root directory, which serves as the primary location for input data and may house configuration files that impact the document selection method. The method property, in conjunction with ROOT, determines the approach for selecting text units from the input data stored in the project directory, facilitating the creation of templates. This interplay between ROOT and METHOD ensures a structured and customizable document selection process, enabling efficient template generation based on the project's specific requirements.",['9243633f55cccd0885ba553e14fa5e3f' 'ce9cc3ed2e5f890d02e867ed0b0f8ff9'],40293e74dbc643e8ab6546dff759ac7c,169,3,6,9
METHOD,LIMIT,1.0,"METHOD and LIMIT are related as the method chosen for selecting documents (all, random, or top) can affect how the limit of text units is applied",['9243633f55cccd0885ba553e14fa5e3f'],1834b753dc7f4a8b98c2317a551b56ee,170,3,2,5
GRAPHRAG_API_KEY,GRAPHRAG PIPELINE,1.0,The GraphRAG pipeline uses the GRAPHRAG_API_KEY for authentication when making requests to the OpenAI API or Azure OpenAI endpoint. This key is essential for the pipeline to access and utilize the AI services provided by these APIs.,['5aaa26fbe97dc7573cd1a56d6fb11213'],d9b127eab2f64e338d7adcd186786a45,171,5,4,9
GRAPHRAG_API_KEY,SETTINGS.YAML,1.0,"The settings.yaml file includes the GRAPHRAG_API_KEY, which is an environment variable that holds the API key for the OpenAI API or Azure OpenAI endpoint. This key is essential for the GraphRAG pipeline to authenticate and access the respective API services.",['5aaa26fbe97dc7573cd1a56d6fb11213'],a18f7c9f58ca49d6acf18e1ca69d3033,172,5,6,11
GRAPHRAG_API_KEY,GRAPHRAG_API_BASE,2.0,"GRAPHRAG_API_KEY and GRAPHRAG_API_BASE are integral components for accessing the LLM service API. GRAPHRAG_API_KEY serves as the authentication mechanism, ensuring secure and authorized access to the service. Meanwhile, GRAPHRAG_API_BASE specifies the foundational URL for the LLM service API, determining the endpoint to which requests are directed. The relationship between these two entities is robust and essential, as both are required for successful interaction with the API. Without the API key for authentication and the base URL for endpoint identification, accessing the services provided by the LLM service would not be possible.",['3da10b454f926a257b9fdf5d2487c0a5' '8ac79ce92be1254dfda9a10eb54ab703'],f3c3dd44cf50495c81e362174991242e,173,5,2,7
GRAPHRAG_API_KEY,GRAPHRAG_API_VERSION,1.0,"GRAPHRAG_API_KEY and GRAPHRAG_API_VERSION are related because GRAPHRAG_API_KEY is used for authentication to access the LLM service, and GRAPHRAG_API_VERSION specifies the version of the LLM service API. Together, they ensure compatibility between the system and the LLM service by specifying the correct version of the API to use.",['8ac79ce92be1254dfda9a10eb54ab703'],86c2b3749a3c4342bbb3a8c70c3a76a0,174,5,3,8
GRAPHRAG_LLM_API_BASE,GRAPHRAG_LLM_TYPE,1.0,"GRAPHRAG_LLM_API_BASE and GRAPHRAG_LLM_TYPE are related as they both configure the LLM operations, with the API Base URL and the type of operation, respectively",['1ef6439b7c457ba43993467ff734eedf'],571f65acb3134490932feeb91b01cca3,175,4,5,9
GRAPHRAG_LLM_API_BASE,GRAPHRAG_LLM_MAX_RETRIES,1.0,"GRAPHRAG_LLM_API_BASE and GRAPHRAG_LLM_MAX_RETRIES are related as they both pertain to the configuration of LLM operations, with the API Base URL and the maximum number of retries for failed requests, respectively",['1ef6439b7c457ba43993467ff734eedf'],d3faf86c153f440eaa410305b3dc6617,176,4,2,6
GRAPHRAG_LLM_API_BASE,AZURE OPENAI,1.0,The Azure OpenAI service requires the GRAPHRAG_LLM_API_BASE configuration to determine the base URL for API requests. This relationship is necessary for establishing a connection to the service and sending requests to the correct endpoint.,['7b45dafa74553d3899e2291a3c9fb86e'],f85786004b0540349192d2ca05b15264,177,4,6,10
GRAPHRAG_LLM_TYPE,GRAPHRAG_LLM_DEPLOYMENT_NAME,1.0,GRAPHRAG_LLM_TYPE and GRAPHRAG_LLM_DEPLOYMENT_NAME are related because the language model type and the deployment name together determine the specific language model to be used for text generation. The deployment name is crucial for identifying the correct model within the specified type. The strength of this relationship is high because both settings are required for successful text generation.,['3da10b454f926a257b9fdf5d2487c0a5'],cf56bfc9fa7d47fe9cb553dd09f2b412,178,5,2,7
GRAPHRAG_LLM_TYPE,GRAPHRAG_LLM_MODEL_SUPPORTS_JSON,1.0,GRAPHRAG_LLM_TYPE and GRAPHRAG_LLM_MODEL_SUPPORTS_JSON are related because the language model type and the model's support for JSON input together determine the format of the input data that can be processed by the model. The model's support for JSON is crucial for ensuring that the input data is in a compatible format. The strength of this relationship is high because both settings are required for successful text generation.,['3da10b454f926a257b9fdf5d2487c0a5'],a077dbcd38b644f6929cf05272c2fb9d,179,5,2,7
GRAPHRAG_LLM_TYPE,GRAPHRAG_INPUT_TYPE,1.0,GRAPHRAG_INPUT_TYPE and GRAPHRAG_LLM_TYPE are related because the input data type and the language model type together determine the compatibility of the input data with the model being used for text generation. The input data type is crucial for ensuring that the data is in a format that can be processed by the specified model. The strength of this relationship is high because both settings are required for successful text generation.,['3da10b454f926a257b9fdf5d2487c0a5'],d2659a32b9de406eb750a35d078c9774,180,5,4,9
GRAPHRAG_EMBEDDING_API_BASE,GRAPHRAG_EMBEDDING_TYPE,1.0,"GRAPHRAG_EMBEDDING_API_BASE and GRAPHRAG_EMBEDDING_TYPE are related as they both configure the embedding operations, with the API Base URL and the type of embedding client, respectively",['1ef6439b7c457ba43993467ff734eedf'],0b26876307ad4cc48839b61a21a1d03a,181,3,2,5
GRAPHRAG_EMBEDDING_API_BASE,GRAPHRAG_EMBEDDING_MAX_RETRIES,1.0,"GRAPHRAG_EMBEDDING_API_BASE and GRAPHRAG_EMBEDDING_MAX_RETRIES are related as they both pertain to the configuration of embedding operations, with the API Base URL and the maximum number of retries for failed requests, respectively",['1ef6439b7c457ba43993467ff734eedf'],c68e6c694a554256846d12178ddb12dc,182,3,2,5
GRAPHRAG_EMBEDDING_API_BASE,APHRAG_API_KEY,1.0,APHRAG_API_KEY is related to GRAPHRAG_EMBEDDING_API_BASE as both are configuration variables that may be required for accessing and using the embedding API. The absence of APHRAG_API_KEY might affect the functionality or access to the API specified by GRAPHRAG_EMBEDDING_API_BASE.,['485c17007ccb3102887eaa47d6a6100f'],ff25ce2e8ace4bdcb765c863b483852b,183,3,1,4
GRAPHRAG_EMBEDDING_TYPE,GRAPHRAG_LLM_DEPLOYMENT_NAME,1.0,GRAPHRAG_EMBEDDING_TYPE and GRAPHRAG_LLM_DEPLOYMENT_NAME are related because the embedding model type and the deployment name together determine the specific embedding model to be used for text embedding. The deployment name is crucial for identifying the correct model within the specified type. The strength of this relationship is high because both settings are required for successful text embedding.,['3da10b454f926a257b9fdf5d2487c0a5'],757e402cb7ee4601ac1bc8c4fafb5207,184,2,2,4
GRAPHRAG_EMBEDDING_MAX_RETRIES,GRAPHRAG_EMBEDDING_MAX_RETRY_WAIT,1.0,"The GRAPHRAG_EMBEDDING_MAX_RETRIES setting is related to the GRAPHRAG_EMBEDDING_MAX_RETRY_WAIT as they both determine the retry mechanism for embedding operations, with the number of retries and the wait time between retries",['2b777e3d591ce1511a03abd1a6d8dc73'],62e8f5f04cd04384b246291cef3a9e4d,185,2,1,3
GRAPHRAG_LOCAL_SEARCH_TEXT_UNIT_PROP,GRAPHRAG_LOCAL_SEARCH_COMMUNITY_PROP,1.0,"GRAPHRAG_LOCAL_SEARCH_TEXT_UNIT_PROP and GRAPHRAG_LOCAL_SEARCH_COMMUNITY_PROP are related as they both configure the proportions of the context window dedicated to related text units and community reports, respectively",['1ef6439b7c457ba43993467ff734eedf'],c04abbd5e59b4c64b023908f6db05498,186,1,1,2
GRAPHRAG_LOCAL_SEARCH_MAX_TOKENS,GRAPHRAG_LOCAL_SEARCH_LLM_MAX_TOKENS,1.0,"GRAPHRAG_LOCAL_SEARCH_MAX_TOKENS and GRAPHRAG_LOCAL_SEARCH_LLM_MAX_TOKENS are related as they both are configuration properties that can be adjusted based on the token limit of the model being used, affecting the local search context window and language model token limits respectively",['2efb1fec56fe3b0543d395dd541295c3'],6bb9bed2e39c4e31a81f12479af3d16c,187,2,1,3
GRAPHRAG_LOCAL_SEARCH_MAX_TOKENS,GRAPHRAG_GLOBAL_SEARCH_MAX_TOKENS,1.0,"GRAPHRAG_LOCAL_SEARCH_MAX_TOKENS and GRAPHRAG_GLOBAL_SEARCH_MAX_TOKENS are related as they both are configuration properties that can be adjusted based on the token limit of the model being used, affecting the local and global search context window token limits respectively",['2efb1fec56fe3b0543d395dd541295c3'],26c926c6016d4639b05427f01ba629f5,188,2,3,5
GRAPHRAG_GLOBAL_SEARCH_MAX_TOKENS,GRAPHRAG_GLOBAL_SEARCH_DATA_MAX_TOKENS,1.0,Both GRAPHRAG_GLOBAL_SEARCH_MAX_TOKENS and GRAPHRAG_GLOBAL_SEARCH_DATA_MAX_TOKENS are related as they both pertain to the token limits for global search and should be adjusted based on the model's token limit,['2049798d3000849f8bec3e88c0006807'],8f6872eeb81b432b91405d327636113c,189,3,1,4
GRAPHRAG_GLOBAL_SEARCH_MAX_TOKENS,GRAPHRAG_GLOBAL_SEARCH_REDUCE_MAX_TOKENS,1.0,GRAPHRAG_GLOBAL_SEARCH_MAX_TOKENS and GRAPHRAG_GLOBAL_SEARCH_REDUCE_MAX_TOKENS are related as they both pertain to the token limits for global search and should be adjusted based on the model's token limit,['2049798d3000849f8bec3e88c0006807'],ac80a99fda2b488285d29596dd4d1471,190,3,1,4
GRAPHRAG KNOWLEDGE MODEL,GRAPHRAG INDEXER,1.0,"The GraphRAG Knowledge Model is aligned with the outputs of the GraphRAG Indexer, which means the data processed by the Indexer is structured according to the Knowledge Model for compatibility with the GraphRAG system",['25e04f0e9a961dcdc3f6eae6df7807b2'],67d6a3481e4b419292247cef5cd5b737,191,1,3,4
GRAPHRAG INDEXER,GRAPHRAG QUERY ENGINE,1.0,"The GraphRAG Indexer's outputs are loaded into a database system, which is then accessed by the GraphRAG Query Engine to process queries based on the indexed data",['25e04f0e9a961dcdc3f6eae6df7807b2'],904cd052ec194654bb72f4027e43daa3,192,3,1,4
DATASHAPER,GRAPHRAG INDEXING PIPELINE,1.0,"The GraphRAG Indexing Pipeline is built on top of DataShaper, utilizing its data processing capabilities to transform and index data for the GraphRAG system",['25e04f0e9a961dcdc3f6eae6df7807b2'],7e88fd2e835147fbb71866612735e8d4,193,2,12,14
DATASHAPER,WORKFLOW,1.0,"DataShaper provides the framework for defining and executing Workflows, which are sequences of steps (verbs) that transform data tables through a pipeline",['81031e23c0b000ee60cd9b06950f96cd'],029d1a8c3b184aa5bb21228f40cd12fd,194,2,2,4
WORKFLOW,VERB,1.0,"A Workflow in DataShaper is composed of Verbs, which are steps that model relational concepts and transform input data tables",['81031e23c0b000ee60cd9b06950f96cd'],a1ebc53a0bc74a0eb6dbdd18cf3c88cd,195,2,3,5
GRAPHRAG INDEXING PIPELINE,WORKFLOW GRAPHS,1.0,"Workflow Graphs are a fundamental concept in the GraphRAG Indexing Pipeline, where they are used to represent the series of interdependent workflows that form the data indexing process.",['d19a57bca2c14fc9c2bf5058958380fd'],a51d063ad4c744049edb359eb88407b7,196,12,3,15
GRAPHRAG INDEXING PIPELINE,PREPARE,1.0,"The Prepare step is part of the GraphRAG Indexing Pipeline, where it is used to prepare data for subsequent processing tasks.",['d19a57bca2c14fc9c2bf5058958380fd'],b67268f90338474e8e53b9a6715b6833,197,12,2,14
GRAPHRAG INDEXING PIPELINE,CHUNK,1.0,"The Chunk step is part of the GraphRAG Indexing Pipeline, where it is used to break down data into smaller, manageable pieces for more efficient processing.",['d19a57bca2c14fc9c2bf5058958380fd'],acb53370e72b4430a752d9ea18c17352,198,12,4,16
GRAPHRAG INDEXING PIPELINE,EXTRACTGRAPH,1.0,"The ExtractGraph step is part of the GraphRAG Indexing Pipeline, where it is used to extract graph structures from data.",['d19a57bca2c14fc9c2bf5058958380fd'],a8738c7de11543df930169741381c252,199,12,3,15
GRAPHRAG INDEXING PIPELINE,EMBEDDOCUMENTS,1.0,"The EmbedDocuments step is part of the GraphRAG Indexing Pipeline, where it is used to convert documents into numerical representations for machine learning or information retrieval.",['d19a57bca2c14fc9c2bf5058958380fd'],3f8b5b2727924ba0b62e6286063b6861,200,12,3,15
GRAPHRAG INDEXING PIPELINE,GENERATEREPORTS,1.0,"The GenerateReports step is part of the GraphRAG Indexing Pipeline, where it is used to create reports based on the processed data.",['d19a57bca2c14fc9c2bf5058958380fd'],bb5010633113442eaf814852995cfa22,201,12,3,15
GRAPHRAG INDEXING PIPELINE,EMBEDGRAPH,1.0,"The EmbedGraph step is part of the GraphRAG Indexing Pipeline, where it is used to convert graph structures into numerical representations for machine learning algorithms.",['d19a57bca2c14fc9c2bf5058958380fd'],9eb8c635538243a690366f8bc1de34e0,202,12,3,15
GRAPHRAG INDEXING PIPELINE,ENTITYRESOLUTION,1.0,"The EntityResolution step is part of the GraphRAG Indexing Pipeline, where it is used to resolve ambiguities in data, such as identifying and merging duplicate entities.",['d19a57bca2c14fc9c2bf5058958380fd'],050c5b770d51409cb40f9c52f02d1329,203,12,2,14
GRAPHRAG INDEXING PIPELINE,SAMPLE WORKFLOW DAG,1.0,"The Sample Workflow DAG is a visual representation of the directed acyclic graph (DAG) that is part of the GraphRAG Indexing Pipeline, showing the dependencies between different workflows.",['d19a57bca2c14fc9c2bf5058958380fd'],9e12f514d26d48dfab65807568a6cff9,204,12,1,13
GRAPHRAG INDEXING PIPELINE,DATAFRAME MESSAGE FORMAT,1.0,"The Dataframe Message Format is used in the GraphRAG Indexing Pipeline as the primary unit of communication between workflows and workflow steps, facilitating data-centric and table-centric data processing.",['d19a57bca2c14fc9c2bf5058958380fd'],97f98b1623104f48aa93196a1f7dede2,205,12,1,13
GRAPHRAG INDEXING PIPELINE,LLM CACHING,1.0,LLM Caching is a technique used in the GraphRAG Indexing Pipeline to improve the resilience of the indexer to network issues by caching the results of Large Language Model (LLM) interactions.,['d19a57bca2c14fc9c2bf5058958380fd'],87718ef799a34104b6ef9c2df6621cbc,206,12,1,13
VERB,INPUT TABLE,1.0,"A Verb in DataShaper operates on an Input Table, transforming it according to the verb's specific function",['81031e23c0b000ee60cd9b06950f96cd'],f64e87431d674f298c533f6878458b95,207,3,1,4
VERB,OUTPUT TABLE,1.0,"A Verb in DataShaper produces an Output Table, which is the result of the transformation applied to the Input Table",['81031e23c0b000ee60cd9b06950f96cd'],e6d44d0db58f42799a02eacbd6b14543,208,3,1,4
GRAPHRAG'S INDEXING PIPELINE,LLM-BASED WORKFLOW STEPS,1.0,GraphRAG's Indexing Pipeline implements custom LLM-based Workflow Steps that utilize Large Language Models to perform data enrichment and extraction tasks,['81031e23c0b000ee60cd9b06950f96cd'],64961fbc3a1641378be10bcb3b0955e1,209,2,1,3
GRAPHRAG'S INDEXING PIPELINE,WORKFLOW GRAPHS,1.0,"GraphRAG's Indexing Pipeline uses Workflow Graphs to represent the complex interdependencies between multiple workflows, forming a DAG for scheduling processing",['81031e23c0b000ee60cd9b06950f96cd'],59bcc2ec512c4c1ba44272446b419230,210,2,3,5
WORKFLOW GRAPHS,DAG (DIRECTED ACYCLIC GRAPH),1.0,Workflow Graphs in GraphRAG's Indexing Pipeline are represented as a DAG (Directed Acyclic Graph) to manage the dependencies between different workflow steps,['81031e23c0b000ee60cd9b06950f96cd'],8f39ae56f8b54b1b94faf04dbd0b9d11,211,3,1,4
PREPARE,CHUNK,1.0,"Prepare may be followed by Chunk in a workflow, where data is prepared and then divided into smaller, manageable pieces",['81031e23c0b000ee60cd9b06950f96cd'],f3018b934ac241639a33c925c24bc507,212,2,4,6
CHUNK,EXTRACTGRAPH,1.0,"Chunk may be followed by ExtractGraph in a workflow, where data chunks are analyzed to extract graph structures",['81031e23c0b000ee60cd9b06950f96cd'],ddedfd5179e64700adced4803c75cdba,213,4,3,7
CHUNK,DOCUMENTS,1.0,"Chunk is related to Documents as chunks are often derived from documents, with a user-configurable size, and there is a strict 1-to-many relationship between Documents and TextUnits by default",['6f92ce3fcd05dd5697ded83586f7bc08'],07d501edd4614e1d9d08d01b702688a3,214,4,4,8
EXTRACTGRAPH,EMBEDDOCUMENTS,1.0,"ExtractGraph may be followed by EmbedDocuments in a workflow, where graph structures are used to inform the embedding of documents into a vector space",['81031e23c0b000ee60cd9b06950f96cd'],f745075dedcf444daa9370cf32403d31,215,3,3,6
EMBEDDOCUMENTS,GENERATEREPORTS,1.0,"EmbedDocuments may be followed by GenerateReports in a workflow, where embedded documents are used to generate reports based on the processed data",['81031e23c0b000ee60cd9b06950f96cd'],1ef48284d238405f94190125092a3e28,216,3,3,6
GENERATEREPORTS,EMBEDGRAPH,1.0,"GenerateReports may be followed by EmbedGraph in a workflow, where reports are used to inform the embedding of graph structures into a vector space",['81031e23c0b000ee60cd9b06950f96cd'],8806b817446447e3b50f5bc85ff497e1,217,3,3,6
EMBEDGRAPH,ENTITYRESOLUTION,1.0,"EmbedGraph may be followed by EntityResolution in a workflow, where embedded graph structures are used to resolve entities within the data",['81031e23c0b000ee60cd9b06950f96cd'],7303ee20690449db8c168df3fe008bc5,218,3,2,5
GRAPHRAG LIBRARY,LLM INTERACTIONS,1.0,The GraphRAG library is designed to facilitate and optimize LLM interactions by addressing common issues such as network latency and throttling errors through the implementation of a caching mechanism.,['6335601c6ec22bd6f15c8b69c26f854b'],2f1c535a14b14758bf1cacca81c74878,219,2,2,4
GRAPHRAG LIBRARY,CACHING,1.0,The GraphRAG library incorporates caching as a core feature to improve the efficiency and reliability of LLM interactions by storing and reusing results when the same input set is used.,['6335601c6ec22bd6f15c8b69c26f854b'],3b78cc7ce8224afcab3e4bbe550cde10,220,2,2,4
LLM INTERACTIONS,CACHING,1.0,"Caching is a strategy used in LLM interactions to enhance system performance by storing and reusing results, which helps in mitigating network issues and improving the efficiency of the interactions.",['6335601c6ec22bd6f15c8b69c26f854b'],29ec9dd9f5864170a7e75c46c11c0090,221,2,2,4
LOCAL TO GLOBAL GRAPH RAG APPROACH,RETRIEVAL-AUGMENTED GENERATION (RAG),1.0,The Local to Global Graph RAG Approach builds upon the concept of Retrieval-Augmented Generation (RAG) by addressing its limitations in handling global questions. It extends RAG's capabilities to include query-focused summarization tasks over large text corpora.,['f76c18c7582167c3626f8741c2c9374f'],7893ee15f0e941cbacad8cc1feaacbaf,222,4,2,6
LOCAL TO GLOBAL GRAPH RAG APPROACH,QUERY-FOCUSED SUMMARIZATION (QFS),1.0,The Local to Global Graph RAG Approach incorporates elements of Query-Focused Summarization (QFS) to scale to the quantities of text indexed by typical RAG systems. It aims to combine the strengths of QFS and RAG to handle both the generality of user questions and the quantity of source text.,['f76c18c7582167c3626f8741c2c9374f'],f53397f743ca4d7397c0a694fe787da0,223,4,4,8
LOCAL TO GLOBAL GRAPH RAG APPROACH,ENTITY KNOWLEDGE GRAPH,1.0,The Local to Global Graph RAG Approach uses an Entity Knowledge Graph as a foundational component. The graph is derived from source documents and is used to identify closely-related entities for generating community summaries.,['f76c18c7582167c3626f8741c2c9374f'],0041db9da3694ad397f37c76f8477770,224,4,3,7
RETRIEVAL-AUGMENTED GENERATION (RAG),QUERY-FOCUSED SUMMARIZATION (QFS),1.0,"Retrieval-Augmented Generation (RAG) is a specific approach within the broader task of query-focused summarization, but it is designed for situations where answers are contained locally within regions of text, whereas QFS focuses on generating summaries in response to user queries",['c7669e6a1add9a2829b09196256b1492'],a7c2a64e06374091adce74adb36801ab,225,2,4,6
QUERY-FOCUSED SUMMARIZATION (QFS),ABSTRACTIVE SUMMARIZATION,2.0,"Query-Focused Summarization (QFS) is a specialized subset of Abstractive Summarization, a technique that generates concise, natural language summaries. Unlike generic summarization methods, QFS is tailored to create summaries that are directly relevant to specific queries. This process involves the creation of new sentences that accurately capture the information sought by the query, rather than simply extracting and concatenating existing sentences from the source text. QFS's focus on abstractive summarization ensures that the generated summaries are not merely a collection of excerpts, but rather a coherent and meaningful representation of the original content, specifically addressing the information needs indicated by the query.",['85eff07c379a9dc24db0edb983acf3c9' 'c7669e6a1add9a2829b09196256b1492'],107568a67cac472c89dfce4bbe11157c,226,4,2,6
QUERY-FOCUSED SUMMARIZATION (QFS),EXTRACTIVE SUMMARIZATION,1.0,"Query-Focused Summarization (QFS) contrasts with extractive summarization, as it focuses on generating new sentences in response to user queries, rather than selecting and concatenating existing sentences",['c7669e6a1add9a2829b09196256b1492'],3d78aa9d14714ac189e4020f78b15d24,227,4,2,6
ENTITY KNOWLEDGE GRAPH,GRAPH-BASED TEXT INDEX,1.0,"The graph-based text index method involves the creation of an entity knowledge graph from source documents, which is used to generate community summaries for groups of closely-related entities",['b149708d0b4ac3ff417565739ea6b03b'],ce0366abadef410d9b65e2bfbbf0b0f9,228,3,2,5
GRAPH-BASED TEXT INDEX,GLOBAL SENSEMAKING QUESTIONS,1.0,"The graph-based text index method is particularly effective for answering global sensemaking questions over datasets in the 1 million token range, as it improves the comprehensiveness and diversity of generated answers",['b149708d0b4ac3ff417565739ea6b03b'],f4370806deb84d0eb7e85e742e7d4bbf,229,2,2,4
GLOBAL SENSEMAKING QUESTIONS,GRAPH RAG,1.0,"Graph RAG leads to substantial improvements over a naive RAG baseline for answering global sensemaking questions, as it uses a graph-based text index to improve the comprehensiveness and diversity of generated answers",['b149708d0b4ac3ff417565739ea6b03b'],c92392d168c2443e8ed7b04992d0c92b,230,2,19,21
GRAPH RAG,SOURCE TEXTS,1.0,"Graph RAG is compared against Source Texts in terms of summarization and question answering effectiveness. Graph RAG generally provides a small but consistent improvement in answer comprehensiveness and diversity over source texts, especially with community summaries.",['71f14506a6b15dfabd93fd1606a67b73'],b5800c807edd4087a2420007272d15d0,231,19,2,21
GRAPH RAG,SOURCE TEXT SUMMARIZATION,1.0,"Graph RAG requires fewer context tokens for both low-level (C3) and root-level (C0) community summaries compared to source text summarization, indicating a scalability advantage",['ed433e2f5d5387b47376eb0e45ca1c99'],aa247540e90d4a7abc5bca6fafaaffa1,232,19,1,20
GRAPH RAG,LOW-LEVEL COMMUNITY SUMMARIES (C3),1.0,"Graph RAG requires 26-33% fewer context tokens for low-level community summaries (C3) compared to source text summarization, showing a scalability advantage",['ed433e2f5d5387b47376eb0e45ca1c99'],34537afa1e954e08bdb52ead3a49e2f3,233,19,1,20
GRAPH RAG,ROOT-LEVEL COMMUNITY SUMMARIES (C0),1.0,"Graph RAG requires over 97% fewer context tokens for root-level community summaries (C0) compared to source text summarization, demonstrating a significant scalability advantage",['ed433e2f5d5387b47376eb0e45ca1c99'],ae043af0299f4b32a98cf187efd2a5db,234,19,1,20
GRAPH RAG,EMPOWERMENT,1.0,"Empowerment comparisons showed mixed results for Graph RAG versus naive RAG and source text summarization, indicating that Graph RAG may need tuning to retain more details in the index to better empower users",['ed433e2f5d5387b47376eb0e45ca1c99'],6016863be3414d5a92397f2d45fdfd78,235,19,3,22
GRAPH RAG,PARALLEL GENERATION OF COMMUNITY ANSWERS,1.0,"Graph RAG uses parallel generation of community answers as a technique for improving the efficiency and effectiveness of retrieval and generation. This relationship indicates that parallel generation of community answers is a key feature of Graph RAG, enabling faster and more accurate retrieval and generation.",['7da3d8d244b67f09425a4a7783e4bb55'],a9b900821b8444d69f432da08a77539f,236,19,1,20
GRAPH RAG,ITERATIVE RETRIEVAL-GENERATION STRATEGY,1.0,"Graph RAG incorporates iterative retrieval-generation strategy as a method for continuous refinement and improvement of the retrieval and generation process. This relationship indicates that iterative retrieval-generation strategy is a core component of Graph RAG, allowing for iterative cycles of retrieval and generation.",['7da3d8d244b67f09425a4a7783e4bb55'],1fee51d6f4614127a3e1cc80d018506e,237,19,1,20
GRAPH RAG,FEDERATED RETRIEVAL-GENERATION STRATEGY,1.0,"Graph RAG uses federated retrieval-generation strategy as a method for sharing resources and information across multiple systems or nodes. This relationship indicates that federated retrieval-generation strategy is a key feature of Graph RAG, enabling distributed and collaborative retrieval and generation.",['7da3d8d244b67f09425a4a7783e4bb55'],00dc2c0748214e52bc799ca3e25204e9,238,19,1,20
GRAPH RAG,MULTI-DOCUMENT SUMMARIZATION,1.0,"Graph RAG bears resemblance to multi-document summarization techniques, which are used for creating a concise and coherent summary of multiple documents. This relationship indicates that multi-document summarization is a related concept to Graph RAG, sharing similarities in the handling of multiple documents or data sources.",['7da3d8d244b67f09425a4a7783e4bb55'],42d1a9e749ad40daa34c7b0b695f8751,239,19,1,20
GRAPH RAG,MULTI-HOP QUESTION ANSWERING,1.0,"Graph RAG is related to multi-hop question answering techniques, which are used for answering questions that require reasoning over multiple pieces of information or documents. This relationship indicates that multi-hop question answering is a related concept to Graph RAG, sharing similarities in the handling of complex questions and information retrieval.",['7da3d8d244b67f09425a4a7783e4bb55'],20de9a1af6ab4e88acf003cb7be0217c,240,19,1,20
GRAPH RAG,HIERARCHICAL INDEX,1.0,"Graph RAG uses a hierarchical index as a data structure for organizing information in a hierarchical manner. This relationship indicates that hierarchical index is a key component of Graph RAG, improving the efficiency and effectiveness of information retrieval.",['7da3d8d244b67f09425a4a7783e4bb55'],f3229f10a5a54cb1b91a26ffa6ee77a3,241,19,1,20
GRAPH RAG,SUMMARIZATION,1.0,"Graph RAG incorporates summarization techniques for creating a concise and coherent summary of a document or set of documents. This relationship indicates that summarization is a related concept to Graph RAG, sharing similarities in the handling of document summarization and information retrieval.",['7da3d8d244b67f09425a4a7783e4bb55'],5154b4a4f3ac43729703c69fccb54633,242,19,1,20
GRAPH RAG,TREE OF CLARIFICATIONS,1.0,"Tree of Clarifications and Graph RAG are both research studies that involve advanced information retrieval and analysis, with Tree of Clarifications focusing on ambiguous questions and Graph RAG on self-generated graph indexes.",['40f2d6a0270e54743e7ace239369da96'],2091070e709e45f5ae56d40a9da45520,243,19,2,21
