id,name,type,description,human_readable_id,graph_embedding,text_unit_ids,description_embedding
f034618dde7948beb6dab30176d0fc87,GENERAL_KNOWLEDGE_INCLUSION_PROMPT,"PROPERTY, INSTRUCTION",The general_knowledge_inclusion_prompt is an instruction added to the reduce_system_prompt when allow_general_knowledge is set to True. It guides the LLM to include relevant real-world knowledge in the response.,100,,['e442fbb7a67e97ebc4de131b25c639e1'],"[ 0.03593881 -0.00269507 -0.02350656 ... -0.00978228 -0.03094396
  0.02217492]"
5c41f96be13e49dba649454297834546,MAX_DATA_TOKENS,"PROPERTY, LIMIT",The max_data_tokens is a token budget that limits the amount of context data that can be used in the processing stages.,101,,['e442fbb7a67e97ebc4de131b25c639e1'],"[ 0.02587593 -0.01993504 -0.01580628 ...  0.00303585 -0.01405731
  0.02054289]"
7ea4afbf8a264f29af29950ce98105ba,MAP_LLM_PARAMS,"PROPERTY, PARAMETERS","The map_llm_params is a set of additional parameters for the LLM call during the map stage, such as temperature and max_tokens, to customize the behavior of the LLM.",102,,['e442fbb7a67e97ebc4de131b25c639e1'],"[ 0.07520291  0.03783375 -0.01639226 ... -0.00497047 -0.0292451
  0.05012045]"
91ff849d12b24574b0691dbddf44968b,REDUCE_LLM_PARAMS,"PROPERTY, PARAMETERS","The ""REDUCE_LLM_PARAMS"" is a dictionary designed to enhance the customization and fine-tuning of the LLM (Language Model) during the reduce stage. This set of additional parameters, which includes attributes like temperature and max_tokens, allows for a more precise control over the model's behavior, enabling users to adjust the output to better suit their specific needs and preferences. By passing these parameters to the LLM call, one can effectively influence aspects such as the randomness of the generated text (through temperature) and the length of the output (via max_tokens), thereby optimizing the performance of the model in various applications.",103,,['e0cc1cf05b92456e09100790815186fe' 'e442fbb7a67e97ebc4de131b25c639e1'],"[ 0.04823022 -0.00273373 -0.00690653 ...  0.02622325 -0.03751395
  0.04610712]"
d73c1f2fb3094d8dace42ad2a76e9a52,CONTEXT_BUILDER_PARAMS,"PROPERTY, PARAMETERS","The context_builder_params is a pivotal set of additional parameters designed for the context_builder object. This dictionary of parameters is utilized to customize the construction of the context window during the map stage, thereby playing a crucial role in how the model interprets the context of the input data. By tweaking these parameters, users can fine-tune the model's understanding of the input data's context, enhancing its performance and accuracy in various applications.",104,,['e0cc1cf05b92456e09100790815186fe' 'e442fbb7a67e97ebc4de131b25c639e1'],"[ 0.05248009 -0.02611799 -0.04463061 ... -0.00158697 -0.00650417
  0.0438428 ]"
cdc8901e668749889bd49bebdc4ff1f6,CONCURRENT_COROUTINES,"PROPERTY, SETTING","The ""CONCURRENT_COROUTINES"" is a parameter or setting that plays a crucial role in managing the degree of parallelism within the map stage of a computational process. This entity determines the number of tasks that can be processed or executed concurrently, thereby influencing the efficiency and performance of parallel computing operations. By adjusting the value of CONCURRENT_COROUTINES, users can optimize the system's ability to handle multiple tasks simultaneously, ensuring that resources are utilized effectively and that the processing speed is maximized. This setting is particularly important in environments where tasks can be divided and processed in parallel, such as in data processing, machine learning, and other high-performance computing scenarios.",105,,['e0cc1cf05b92456e09100790815186fe' 'e442fbb7a67e97ebc4de131b25c639e1'],"[ 0.01731675  0.01383425 -0.01862928 ... -0.00775846 -0.03992917
 -0.00784861]"
36084a9fab53433493f079e97e68bf65,LLM CALL,"PROCESS, ACTION","LLM call refers to the invocation of a Large Language Model, typically at the map stage of a data processing pipeline, to perform tasks such as text generation or analysis.",106,,['e0cc1cf05b92456e09100790815186fe'],"[ 0.01600744  0.01399797 -0.03739085 ...  0.00294765 -0.04817322
  0.04778765]"
eebcc7ec8e3e4df7aea83659bbdc2199,GRAPHRAG QUERY CLI,"TOOL, INTERFACE","The GraphRAG query CLI is a command-line interface that enables no-code usage of the GraphRAG Query engine, allowing users to perform searches and generate responses based on the data indexed by the system.",107,,['e0cc1cf05b92456e09100790815186fe'],"[ 0.01290592  0.00979169  0.0088738  ... -0.04301785  0.00489814
  0.00467361]"
ceadf262ef834e9ab146b20650912cae,DATA,"DATA, INPUT","data refers to the input data, typically stored in .parquet files, that are used as the basis for queries and responses in the GraphRAG system.",108,,['e0cc1cf05b92456e09100790815186fe'],"[ 0.01412838 -0.00357081  0.0207215  ... -0.01367992  0.00179522
  0.00416329]"
7f65feab75424b53b24470d305ba331a,COMMUNITY_LEVEL,"PROPERTY, CONFIGURATION","The parameter ""community_level"" is a crucial element in the context of the Leiden community hierarchy. It determines the level from which community reports are loaded, with higher values signifying smaller, more specialized communities. This parameter enables users to delve into the intricacies of the hierarchy, allowing for a detailed exploration of various community sizes. The default setting for ""community_level"" is 2, providing a balanced view of the community structure. By adjusting this parameter, users can tailor their analysis to focus on broader or more niche communities, facilitating a comprehensive understanding of the network's dynamics and facilitating the identification of collaboration opportunities and knowledge gaps within the Motor Control and Drive Systems domain.",109,,['8c70a7321fb0e945054d226a8c69abee' 'e0cc1cf05b92456e09100790815186fe'],"[ 0.04504855 -0.00451927 -0.0042408  ... -0.01780669 -0.04257771
 -0.01068216]"
fd9cb733b28d420cb5cef01e545a132c,METHOD,"PROPERTY, PARAMETER","METHOD is a versatile command-line option and parameter that plays a crucial role in various functionalities within the software. Primarily, it determines the method to select documents, with options including ""all,"" ""random,"" or ""top,"" and the default being ""random."" This feature is particularly significant for the auto-templating feature, where it serves as an optional property to specify the document selection method for template generation. Additionally, the method parameter influences the approach used to answer a query, which can be either ""local"" or ""global."" For a detailed understanding of its application, one should refer to the Overview section. The method property is also utilized in the configuration of the graphrag.prompt_tune command, further highlighting its importance in controlling the selection of text units for template generation.",110,,"['8c70a7321fb0e945054d226a8c69abee' '9243633f55cccd0885ba553e14fa5e3f'
 'ce9cc3ed2e5f890d02e867ed0b0f8ff9']","[ 0.02804628 -0.00965539  0.00857979 ... -0.0193442  -0.03098657
  0.03238383]"
0fbcca3f17c649a08aea64b5a7d9ef36,GRAPHRAG_API_KEY,"PROPERTY, ENV_VARIABLE","GRAPHRAG_API_KEY is a critical configuration property and environment variable that serves as the API key for accessing both the LLM (Language Model) service and the GraphRAG service. It is a security measure that enables authentication and authorization for the system to interact with these services. The placeholder value ""your_api_key"" indicates where the actual API key should be inserted, which must be a valid key provided by the service provider. In the context of the GraphRAG pipeline, GRAPHRAG_API_KEY is defined in the .env file and is essential for authenticating requests made to the OpenAI API or Azure OpenAI endpoint. If GRAPHRAG_API_KEY is not provided, the system will fall back to using the OPENAI_API_KEY for authentication purposes. This setting is indispensable for any interaction with the GraphRAG API and ensures secure and authorized access to the required services.",111,,"['3da10b454f926a257b9fdf5d2487c0a5' '5aaa26fbe97dc7573cd1a56d6fb11213'
 '8ac79ce92be1254dfda9a10eb54ab703' '8c70a7321fb0e945054d226a8c69abee']","[ 0.03322462  0.0465912  -0.03061676 ... -0.02881266 -0.04559287
  0.03607772]"
482027a59f32484c9c44fd700615c1b6,GRAPHRAG_LLM_MODEL,"PROPERTY, ENV_VARIABLE","GRAPHRAG_LLM_MODEL is a configuration property, also recognized as an environment variable, that determines the model to be utilized for the Large Language Model (LLM) in the Human-in-the-Loop Request Augmentation Gateway (HRAG) system. Specifically, it is set to gpt-4-turbo-preview, which signifies that the GPT-4 Turbo Preview model has been chosen for Chat Completions within the HRAG framework. This selection enables advanced language processing capabilities, enhancing the system's performance in augmenting human requests with machine intelligence.",112,,['8c70a7321fb0e945054d226a8c69abee' '9aff9243c57cabca574b35438bf31a50'],"[ 0.04081521  0.00796799  0.00207705 ... -0.02322532 -0.00900005
  0.01969182]"
de837ff3d626451282ff6ac77a82216d,GRAPHRAG_EMBEDDING_MODEL,"PROPERTY, ENV_VARIABLE",GRAPHRAG_EMBEDDING_MODEL is an environment variable that determines the model to use for Embeddings.,113,,['8c70a7321fb0e945054d226a8c69abee'],"[ 0.00478136  0.00907981 -0.0085314  ... -0.01889356 -0.03823029
 -0.01047183]"
460295fed3ae4cd39f9f274cec9c2506,GRAPHRAG_LLM_API_BASE,"PROPERTY, ENV_VARIABLE","GRAPHRAG_LLM_API_BASE is a configuration property and an optional environment variable that plays a crucial role in specifying the base URL for the Azure OpenAI service API for LLM (Language Model) operations. By default, it is set to ""http://<domain>.openai.azure.com"", where ""<domain>"" is a placeholder for the actual domain name provided by Azure. However, it is also mentioned that the default value can be None, indicating that no specific base URL is predetermined. This flexibility allows users to customize the base URL according to their specific Azure OpenAI service setup.",114,,"['1ef6439b7c457ba43993467ff734eedf' '7b45dafa74553d3899e2291a3c9fb86e'
 '8c70a7321fb0e945054d226a8c69abee']","[-0.01148415  0.04168336  0.0102984  ... -0.03293581 -0.045305
  0.03701964]"
553b285bba60460ab1ed8341ae61282b,GRAPHRAG_LLM_TYPE,"PROPERTY, ENV_VARIABLE","GRAPHRAG_LLM_TYPE is an environment variable and configuration setting that plays a pivotal role in specifying the type of language model to be utilized for text generation tasks. It can be configured to either 'azure_openai_chat' or 'openai_chat', with 'openai_chat' being the default setting. This setting ensures that the chosen model, be it Azure's version of OpenAI's chat model or OpenAI's chat model directly, is employed for generating text based on the input data. The default value of GRAPHRAG_LLM_TYPE is set to 'openai_chat', signifying that OpenAI's chat model is the standard choice for LLM operations unless explicitly overridden.",115,,"['1ef6439b7c457ba43993467ff734eedf' '3da10b454f926a257b9fdf5d2487c0a5'
 '8c70a7321fb0e945054d226a8c69abee']","[ 3.13567361e-05  3.77559960e-02  1.91230830e-02 ... -2.11651959e-02
 -2.73293983e-02  2.03561876e-02]"
cec95bf17e7e4c939b56c9c6f402a29f,GRAPHRAG_LLM_MAX_RETRIES,"PROPERTY, ENV_VARIABLE","GRAPHRAG_LLM_MAX_RETRIES is a critical configuration property utilized in the Human-in-the-Loop Request Augmentation Gateway (HRAG) system. It serves as an environment variable that determines the maximum number of retries for a request to the Large Language Model (LLM) API in case of failure. Initially, it was mentioned that GRAPHRAG_LLM_MAX_RETRIES is set to 10, allowing for up to 10 retries. However, the default value provided for this variable is 20, indicating that the system is designed to retry a failed request up to 20 times before ceasing further attempts. This robust retry mechanism ensures that the HRAG system maintains a high level of reliability and resilience in its interactions with the LLM, optimizing the chances of successful request processing amidst potential transient errors.",116,,"['1ef6439b7c457ba43993467ff734eedf' '8c70a7321fb0e945054d226a8c69abee'
 '9aff9243c57cabca574b35438bf31a50']","[ 0.02999806  0.01931744 -0.00745756 ... -0.01811473  0.00476092
  0.01929822]"
599164aead034bc19446efacc77554d2,GRAPHRAG_EMBEDDING_API_BASE,"ENVIRONMENT_VARIABLE, API_CONFIGURATION","GRAPHRAG_EMBEDDING_API_BASE is a pivotal configuration property utilized in the Human-in-the-Loop Request Augmentation Gateway (HRAG). This variable is specifically designed to define the base URL for the embedding service, which is crucial for Azure OpenAI users. It is set to ""http://<domain>.openai.azure.com"", providing a dedicated endpoint for embedding API requests. This setting is particularly relevant when GRAPHRAG_API_BASE is not configured, as it serves as the fallback base URL for embedding operations. By default, GRAPHRAG_EMBEDDING_API_BASE has a value of None, signifying that no predefined base URL is established for embedding tasks until explicitly set. This configuration ensures seamless integration and operation of embedding services within the HRAG framework for Azure OpenAI users.",117,,"['1ef6439b7c457ba43993467ff734eedf' '485c17007ccb3102887eaa47d6a6100f'
 '9aff9243c57cabca574b35438bf31a50']","[-0.00941355  0.01670025 -0.00429225 ... -0.03099136 -0.00406864
  0.01465521]"
bbf148ae4d48422f8fdef754cfa2b9e4,GRAPHRAG_EMBEDDING_TYPE,"ENVIRONMENT_VARIABLE, API_CONFIGURATION","GRAPHRAG_EMBEDDING_TYPE is a pivotal configuration setting, functioning as an environment variable that specifies the type of embedding model to be utilized for text embedding tasks. This setting can be configured to either 'azure_openai_embedding' or 'openai_embedding', based on the preferred model. By default, GRAPHRAG_EMBEDDING_TYPE is set to 'openai_embedding', signifying that OpenAI's embedding model is the standard choice for generating embeddings from input data. This setting is critical for determining the model that will be employed for embedding operations, ensuring flexibility and adaptability in text processing workflows.",118,,['1ef6439b7c457ba43993467ff734eedf' '3da10b454f926a257b9fdf5d2487c0a5'],"[-0.02450337  0.00982988  0.01408033 ... -0.03094213 -0.00068733
 -0.00677591]"
de61b2670999433f807a6a1dc2b81e43,GRAPHRAG_EMBEDDING_MAX_RETRIES,"ENVIRONMENT_VARIABLE, API_CONFIGURATION","GRAPHRAG_EMBEDDING_MAX_RETRIES is a critical configuration setting in the system, serving as an environment variable that determines the maximum number of retries for embedding operations. There seems to be a discrepancy in the default values mentioned; one source indicates it is set to 10, implying that the system will attempt up to 10 retries when a request to the embedding API fails. However, another source suggests a default value of 20, which would mean the system is configured to retry up to 20 times before abandoning a failed request. This setting is crucial for managing the resilience and reliability of embedding operations within the system.",119,,['1ef6439b7c457ba43993467ff734eedf' '2b777e3d591ce1511a03abd1a6d8dc73'],"[ 0.00435085  0.0144894  -0.01430978 ... -0.01676065 -0.00045754
 -0.01304691]"
3e95dacfe57b4d57b5da4310ef2e157f,GRAPHRAG_LOCAL_SEARCH_TEXT_UNIT_PROP,"ENVIRONMENT_VARIABLE, SEARCH_CONFIGURATION","GRAPHRAG_LOCAL_SEARCH_TEXT_UNIT_PROP is an environment variable that sets the proportion of the context window dedicated to related text units. The default value is 0.5, indicating that half of the context window is reserved for related text units.",120,,['1ef6439b7c457ba43993467ff734eedf'],"[ 0.01360536 -0.01116578 -0.01157713 ...  0.00042936 -0.01072783
 -0.01639782]"
1f1545308e9347af91fd03b94aadc21f,GRAPHRAG_LOCAL_SEARCH_COMMUNITY_PROP,"ENVIRONMENT_VARIABLE, SEARCH_CONFIGURATION","GRAPHRAG_LOCAL_SEARCH_COMMUNITY_PROP is a configuration property, also functioning as an environment variable, that specifies the proportion of the context window allocated to community reports within the Motor Control and Drive Systems domain. This property is crucial for Social Network Analysis as it influences the visibility of community reports, enabling a better understanding of the structure and dynamics of specialized professional networks. With a default value of 0.1, it indicates that 10% of the context window is reserved for community reports, facilitating the identification of key influencers and collaboration opportunities within the field. This setting ensures that a significant portion of the interface is dedicated to showcasing community insights, which is essential for mapping complex relationships and identifying knowledge gaps in the Motor Control and Drive Systems domain.",121,,['1ef6439b7c457ba43993467ff734eedf' '2efb1fec56fe3b0543d395dd541295c3'],"[ 0.01559283  0.01157102 -0.02242474 ... -0.02019589 -0.01520735
  0.00344089]"
6ea81acaf232485e94fff638e03336e1,GRAPHRAG_LOCAL_SEARCH_CONVERSATION_HISTORY_MAX_TURNS,"ENVIRONMENT_VARIABLE, SEARCH_CONFIGURATION","GRAPHRAG_LOCAL_SEARCH_CONVERSATION_HISTORY_MAX_TURNS is a configuration property, also functioning as an environment variable, that determines the maximum number of turns to be included in the conversation history for local search operations. This setting ensures that the system can reference up to 5 previous turns in the dialogue, aiding in context retention and more informed responses. The default value for GRAPHRAG_LOCAL_SEARCH_CONVERSATION_HISTORY_MAX_TURNS is set to 5, providing a balance between historical context and computational efficiency.",122,,['1ef6439b7c457ba43993467ff734eedf' '2efb1fec56fe3b0543d395dd541295c3'],"[ 0.04971915  0.0132887  -0.00839538 ... -0.00878876 -0.00326956
  0.00987675]"
d136b08d586d488f9e4188b524c85a29,GRAPHRAG_LOCAL_SEARCH_TOP_K_ENTITIES,"ENVIRONMENT_VARIABLE, SEARCH_CONFIGURATION","GRAPHRAG_LOCAL_SEARCH_TOP_K_ENTITIES is a configuration property, also functioning as an environment variable, that specifies the number of related entities to be fetched from the entity description embedding store. This setting has a default value of 10, implying that the system is configured to retrieve the top 10 related entities by default. This feature is crucial for optimizing the retrieval of relevant information and enhancing the efficiency of data processing within the system.",123,,['1ef6439b7c457ba43993467ff734eedf' '2efb1fec56fe3b0543d395dd541295c3'],"[ 0.00891071  0.02030342  0.00035035 ... -0.02520843 -0.01599145
  0.00975782]"
cccfa151fedc4b218a8d96adc7dceabe,GRAPHRAG_LOCAL_SEARCH_TOP_K_RELATIONSHIPS,"PROPERTY, CONFIGURATION",GRAPHRAG_LOCAL_SEARCH_TOP_K_RELATIONSHIPS is a configuration property that controls the number of out-of-network relationships to pull into the context window. It has a default value of 10.,124,,['2efb1fec56fe3b0543d395dd541295c3'],"[ 0.01760812 -0.00027671 -0.02219565 ... -0.01993101  0.00780118
  0.01199911]"
ce54725672a74ebcabe6127577dacb2b,GRAPHRAG_LOCAL_SEARCH_MAX_TOKENS,"PROPERTY, CONFIGURATION",GRAPHRAG_LOCAL_SEARCH_MAX_TOKENS is a configuration property that can be changed based on the token limit of the model being used. It has a default value of 12000.,125,,['2efb1fec56fe3b0543d395dd541295c3'],"[ 0.02318467  0.00956054 -0.00084464 ... -0.00730271 -0.00838828
 -0.00987371]"
ea2b28ca1a974ffab4517811dc1d1e5c,GRAPHRAG_LOCAL_SEARCH_LLM_MAX_TOKENS,"PROPERTY, CONFIGURATION",GRAPHRAG_LOCAL_SEARCH_LLM_MAX_TOKENS is a configuration property that can be changed based on the token limit of the model being used. It has a default value of 2000.,126,,['2efb1fec56fe3b0543d395dd541295c3'],"[ 0.0338672   0.01982273  0.0047648  ... -0.00810933 -0.02747236
  0.01228243]"
aff21f1da1654e7babdcf3fb0e4a75fc,GRAPHRAG_GLOBAL_SEARCH_MAX_TOKENS,"PROPERTY, CONFIGURATION","GRAPHRAG_GLOBAL_SEARCH_MAX_TOKENS is a configuration property that determines the maximum number of tokens for global search. It can be adjusted based on the token limit of the model being used, ensuring optimal performance. For instance, with an 8k limit model, a suitable setting could be 5000 tokens. The property has a default value of 12000 tokens, which serves as a baseline for models with higher token capacities.",127,,['2049798d3000849f8bec3e88c0006807' '2efb1fec56fe3b0543d395dd541295c3'],"[ 0.02803783  0.00856524 -0.00971719 ... -0.00754172 -0.03156515
  0.00050825]"
dc2cc9016e3f49dbac7232f05cce794d,GRAPHRAG_GLOBAL_SEARCH_DATA_MAX_TOKENS,"PROPERTY, CONFIGURATION","GRAPHRAG_GLOBAL_SEARCH_DATA_MAX_TOKENS is a pivotal configuration property that governs the maximum number of tokens for data in global search. This setting is adaptable and should be fine-tuned in accordance with the token limit of the model being utilized. For instance, with an 8k limit model, a recommended setting is 5000 tokens. It is noteworthy that the default value for GRAPHRAG_GLOBAL_SEARCH_DATA_MAX_TOKENS is set at 12000 tokens, providing a baseline for users to adjust based on their specific model requirements.",128,,['2049798d3000849f8bec3e88c0006807' '2efb1fec56fe3b0543d395dd541295c3'],"[ 0.01902692 -0.00047034 -0.00220802 ... -0.01391263 -0.02999084
  0.00705754]"
6ea0cef05f694dcea455478f40674e45,GRAPHRAG_GLOBAL_SEARCH_MAP_MAX_TOKENS,"PROPERTY, CONFIGURATION",GRAPHRAG_GLOBAL_SEARCH_MAP_MAX_TOKENS is a configuration property that determines the maximum number of tokens for mapping in global search. The default value is 500.,129,,['2049798d3000849f8bec3e88c0006807'],"[ 0.02058037  0.01847344 -0.01164858 ... -0.01404442 -0.02977982
 -0.01179396]"
7ab5d53a872f4dfc98f3d386879f3c75,GRAPHRAG_GLOBAL_SEARCH_REDUCE_MAX_TOKENS,"PROPERTY, CONFIGURATION","GRAPHRAG_GLOBAL_SEARCH_REDUCE_MAX_TOKENS is a configuration property that determines the maximum number of tokens for reduction in global search. It should be adjusted based on the token limit of the model being used. For an 8k limit model, a good setting could be 1000-1500. The default value is 2000.",130,,['2049798d3000849f8bec3e88c0006807'],"[ 0.02134923  0.00292415  0.00352658 ...  0.00573563 -0.03185005
  0.00016736]"
af1d0fec22114a3398b8016f5225f9ed,GRAPHRAG_GLOBAL_SEARCH_CONCURRENCY,"PROPERTY, CONFIGURATION","GRAPHRAG_GLOBAL_SEARCH_CONCURRENCY is a pivotal configuration property within the GraphRag system, specifically designed to govern the degree of concurrency for global search operations. This property plays a crucial role in optimizing the performance of search functionalities, enabling adjustments based on the available system resources and specific requirements. By default, GRAPHRAG_GLOBAL_SEARCH_CONCURRENCY is set to a value of 32, providing a baseline for the system's search concurrency that can be fine-tuned for enhanced efficiency.",131,,['2049798d3000849f8bec3e88c0006807' '60df16c009594c15c4ead6125e1453ce'],"[ 0.00639379  0.0043976  -0.01799847 ... -0.01420975 -0.03577374
  0.00935559]"
b07a7f088364459098cd8511ff27a4c8,GRAPHRAG KNOWLEDGE MODEL,"CONCEPT, DATA MODEL","The GraphRAG Knowledge Model is a conceptual model designed to abstract over the underlying data storage technology, providing a common interface for the GraphRAG system to interact with. It is aligned with the outputs of the indexing engine in the Default Configuration Mode and is used to load data into a database system for the GraphRAG's Query Engine to interact with.",132,,['25e04f0e9a961dcdc3f6eae6df7807b2'],"[-0.00282884 -0.011786    0.00791166 ... -0.00065618 -0.04654118
  0.03874727]"
8870cf2b5df64d2cab5820f67e29b9f1,GRAPHRAG INDEXER,"SOFTWARE, DATA PROCESSING","The GraphRAG Indexer, a pivotal component of the GraphRAG system, specializes in indexing data for efficient retrieval and analysis. In its default configuration mode, the Indexer aligns its outputs with the GraphRAG Knowledge Model, preparing the data for seamless integration into a database system. This data is then readily accessible for further processing by the Query Engine, facilitating advanced querying capabilities. Moreover, the GraphRAG Indexer is equipped with a set of default prompts designed for knowledge discovery from text data. To enhance its adaptability across diverse contexts, the Indexer supports customization through a custom prompt file, enabling users to tailor its functionality to specific requirements. This feature makes the GraphRAG Indexer a versatile tool for knowledge discovery and data indexing in various professional networks and domains.",133,,['25e04f0e9a961dcdc3f6eae6df7807b2' '6a7157695d90d434b2625c3f05420916'],"[-0.01466918 -0.01265738 -0.02543996 ... -0.00633213 -0.01234691
  0.01959458]"
cd130938a2844050be991af70baf5ee0,GRAPHRAG QUERY ENGINE,"SOFTWARE, QUERY PROCESSING",The GraphRAG Query Engine is a component of the GraphRAG system that interacts with the database system using the knowledge model data-store types. It processes queries based on the data indexed by the GraphRAG Indexer and stored in the database.,134,,['25e04f0e9a961dcdc3f6eae6df7807b2'],"[-0.01477842 -0.0113516  -0.0151059  ... -0.0350144  -0.01594068
  0.0142265 ]"
43544b99c3b04b059546198a0ae6366d,DATASHAPER,"SOFTWARE, DATA PROCESSING","DataShaper is a versatile, open-source software tool and library that specializes in data transformation and manipulation through the use of workflows, known as verbs. These verbs represent relational concepts and are capable of modifying input data tables, which can then be passed through a pipeline for additional processing. Users can declaratively define data pipelines, schemas, and associated assets using well-established schemas. With implementations in both JavaScript and Python, DataShaper is designed to be extensible to other programming languages, making it a valuable resource for data processing across various platforms.",135,,['25e04f0e9a961dcdc3f6eae6df7807b2' '81031e23c0b000ee60cd9b06950f96cd'],"[-0.02962387  0.00367859 -0.0344691  ... -0.02140018  0.00766893
  0.04893215]"
a671bf7fea2f4514b6e96ba99127fafd,WORKFLOW,"CONCEPT, DATA PROCESSING","In the context of DataShaper, a Workflow is a pivotal resource type characterized by a series of steps, known as verbs, which collectively transform data. Each step within a Workflow is defined by a verb name and a configuration object, enabling the modeling of relational operations such as SELECT, DROP, JOIN, and more. Workflows in DataShaper are instrumental in processing data tables by passing them through a pipeline for successive transformations, ensuring that each verb modifies the input data table before it is handed over to the next step in the sequence. This structured approach facilitates efficient data manipulation and analysis within the DataShaper environment.",136,,['25e04f0e9a961dcdc3f6eae6df7807b2' '81031e23c0b000ee60cd9b06950f96cd'],"[-0.01259111  0.00301478 -0.02469196 ... -0.05216462 -0.00704119
  0.05411176]"
525f41ea20274a05af4e52b625b473f3,GRAPHRAG INDEXING PIPELINE,"SOFTWARE, DATA PROCESSING","The GraphRAG Indexing Pipeline is an integral component of the GraphRAG system, designed to facilitate the scheduling and processing of data indexing tasks. This sophisticated system enables workflows to establish dependencies on one another, forming a directed acyclic graph (DAG) that streamlines the data indexing process. Built upon the robust foundation of DataShaper, the GraphRAG Indexing Pipeline guides data through a sequence of steps or verbs, ensuring that it is appropriately indexed for the GraphRAG Knowledge Model. This pipeline plays a crucial role in maintaining the integrity and accessibility of data within the GraphRAG ecosystem.",137,,['25e04f0e9a961dcdc3f6eae6df7807b2' 'd19a57bca2c14fc9c2bf5058958380fd'],"[-0.02185591 -0.00337417 -0.0154011  ... -0.05794024  0.00935274
  0.03240551]"
071a416efbec4f0886c19ac68f6d43cb,VERB,"CONCEPT, PROCESS","A Verb in DataShaper is a step within a workflow that models a specific data transformation action. Verbs can represent relational concepts like SELECT, JOIN, and BINARIZE, and each verb has a name and a configuration object that defines how it operates on an input data table.",138,,['81031e23c0b000ee60cd9b06950f96cd'],"[-0.02270124 -0.011858   -0.01754373 ... -0.0453766  -0.01773601
  0.03271455]"
6d8473ef3b1042bf87178a611e3dbcc6,INPUT TABLE,"DATA, STRUCTURE",An Input Table is the data structure that is fed into a verb within a DataShaper workflow. It is the starting point for data transformations and is passed through a series of verbs for processing.,139,,['81031e23c0b000ee60cd9b06950f96cd'],"[-0.02487716 -0.01173393  0.01076229 ... -0.01553238 -0.01470459
  0.02425765]"
30c9641543c24773938bd8ec57ea98ab,OUTPUT TABLE,"DATA, STRUCTURE",An Output Table is the result of a verb's processing in a DataShaper workflow. It is the transformed data structure that is passed down the pipeline for further processing by subsequent verbs.,140,,['81031e23c0b000ee60cd9b06950f96cd'],"[-0.04463929 -0.01700139  0.00191205 ... -0.03979636  0.02264449
  0.03122346]"
18b839da898e4026b81727d759d95c6a,GRAPHRAG'S INDEXING PIPELINE,"SOFTWARE, TOOL","GraphRAG's Indexing Pipeline is a custom extension of DataShaper that implements additional verbs on top of the standard relational verbs. It is designed to augment text documents with rich, structured data using the power of LLMs like GPT-4, and it can be used to extract entities, relationships, claims, community structures, and community reports and summaries.",141,,['81031e23c0b000ee60cd9b06950f96cd'],"[-0.0103752   0.00827387 -0.00836026 ... -0.05315766  0.01709277
  0.04094349]"
eeef6ae5c464400c8755900b4f1ac37a,LLM-BASED WORKFLOW STEPS,"CONCEPT, PROCESS",LLM-based Workflow Steps are custom verbs in GraphRAG's Indexing Pipeline that utilize Large Language Models (LLMs) to perform data enrichment and extraction tasks. These steps can be customized and extended to support various AI-based data processing tasks.,142,,['81031e23c0b000ee60cd9b06950f96cd'],"[ 0.04622561  0.02673033 -0.02476089 ... -0.03983261 -0.05708592
  0.08050137]"
422433aa45804c7ebb973b2fafce5da6,WORKFLOW GRAPHS,"CONCEPT, STRUCTURE","Workflow Graphs, a crucial component of GraphRAG's Indexing Pipeline, serve to illustrate the intricate web of interdependencies that exist between various workflows. These graphs take the form of a directed acyclic graph (DAG), which is instrumental in scheduling processing tasks and managing the dependencies between different steps in the workflow. By representing data indexing tasks as a series of interconnected workflows, Workflow Graphs enable a comprehensive understanding of the complexity involved in data pipelines. This structure allows for the definition of dependencies among workflows, ensuring that the processing is carried out in an organized and efficient manner.",143,,['81031e23c0b000ee60cd9b06950f96cd' 'd19a57bca2c14fc9c2bf5058958380fd'],"[ 0.00923996  0.00859826 -0.00917238 ... -0.04481603  0.00975039
  0.01987043]"
86505bca739d4bccaaa1a8e0f3baffdc,DAG (DIRECTED ACYCLIC GRAPH),"CONCEPT, STRUCTURE","A Directed Acyclic Graph (DAG) is a structure used in GraphRAG's Indexing Pipeline to represent the dependencies between workflows. It is a graph that is directed (edges have a direction) and acyclic (no cycles exist), which allows for the scheduling and processing of workflows in a defined order.",144,,['81031e23c0b000ee60cd9b06950f96cd'],"[-0.00419153 -0.00552937 -0.00789529 ... -0.03723647  0.04113389
  0.03011259]"
1af9faf341e14a5bbf4ddc9080e8dc0b,PREPARE,"VERB, PROCESS","""PREPARE is a pivotal workflow step within the GraphRAG Indexing Pipeline, serving as a preparatory phase for data that is destined for further processing. This phase encompasses a range of tasks, including but not limited to, initial data cleaning, formatting, and setting up the data environment to optimize it for subsequent verbs in the pipeline. PREPARE ensures that the data is in an appropriate state, thereby facilitating smoother and more efficient processing downstream.""",145,,['81031e23c0b000ee60cd9b06950f96cd' 'd19a57bca2c14fc9c2bf5058958380fd'],"[ 0.021051    0.01591978 -0.02604416 ... -0.07001996 -0.00707909
  0.03735223]"
