level,title,type,description,source_id,community,degree,human_readable_id,id,size,graph_embedding,entity_type,top_level_node_id,x,y
0,API KEY,"PROPERTY, CONFIGURATION","The API Key is a configuration property used to authenticate and access the LLM (Language Model) service, specifically the OpenAI API. It is stored in the config.json file under the llm section. The value of the API Key is represented by the placeholder ${API_KEY}.",f135654a3c057c66b9e5f97a960d302f,1,1,457,efb6350e65964659bc20396c0166b296,1,,,efb6350e65964659bc20396c0166b296,0,0
0,INPUT CONFIGURATION,"SECTION, CONFIGURATION","The Input Configuration is a section within the config.json file that specifies how input data should be handled. It includes fields for input type, file type, file encoding, file pattern, and additional parameters specific to CSV mode, such as source column, timestamp column, timestamp format, text column, title column, and document attribute columns. It also includes settings for file input from Azure Storage, such as connection string, container name, base directory, and storage account blob URL.",f135654a3c057c66b9e5f97a960d302f,1,1,458,e095cc36da784300b27c6f8c60a96440,1,,,e095cc36da784300b27c6f8c60a96440,0,0
0,LLM CONFIGURATION,"SECTION, CONFIGURATION","The LLM Configuration is a section within the config.json file that specifies settings for the LLM (Language Model) service. It includes the API Key field, which is used to authenticate and access the service. Other steps in the system may override this base configuration with their own LLM configuration.",f135654a3c057c66b9e5f97a960d302f,1,1,459,c68893ca39d74ba08c6eb138f24441e1,1,,,c68893ca39d74ba08c6eb138f24441e1,0,0
0,CONNECTION_STRING,"PROPERTY, CONFIGURATION","The CONNECTION_STRING is a crucial string attribute designed for Azure Blob storage, enabling access to the storage service by supplying essential connection details. This connection_string setting is pivotal for utilizing blob storage for various purposes, including caching and storage, as it furnishes the Azure Storage connection string required for these functionalities.","647be47c939b4d72f1c0b29a2e0d2cb2,d27237468a1b9e89110eeeca8080f63c",,1,460,472b23bb92834173b4118d101040c726,1,,,472b23bb92834173b4118d101040c726,0,0
0,CONTAINER_NAME,"PROPERTY, CONFIGURATION","The CONTAINER_NAME is a string attribute pivotal in the context of Azure Blob storage. It specifically denotes the name of the container within Azure Storage where data is housed. This setting is crucial for organizing and accessing data in blob storage, enabling efficient management and retrieval of information. The CONTAINER_NAME plays a significant role in structuring data within Azure's cloud storage environment, facilitating streamlined operations and enhanced data accessibility.","647be47c939b4d72f1c0b29a2e0d2cb2,d27237468a1b9e89110eeeca8080f63c",,1,461,81869985b45a4fefbbbb23ea118a3de4,1,,,81869985b45a4fefbbbb23ea118a3de4,0,0
0,BASE_DIR,"PROPERTY, CONFIGURATION","The base_dir, a string attribute in the configuration, plays a multifaceted role in managing the file structure for storage. It primarily specifies the base directory for accessing CSV files, with the default being ""../data/csv"", relative to the config file. Additionally, this setting is utilized to determine the base directory from which input data should be read, again relative to the root directory of the storage. Furthermore, base_dir is also employed to define the base directory for writing cache or reports to, facilitating efficient storage management by maintaining a clear and organized file structure. This setting is crucial for ensuring that data, cache, and reports are correctly located and accessed within the storage system.","3900b87693f02c43b4294e38647eb7cd,647be47c939b4d72f1c0b29a2e0d2cb2,d27237468a1b9e89110eeeca8080f63c",,2,462,42b8584c5a874eb08fbd61f0c18f3ca0,2,,,42b8584c5a874eb08fbd61f0c18f3ca0,0,0
0,STORAGE_ACCOUNT_BLOB_URL,"PROPERTY, CONFIGURATION","The STORAGE_ACCOUNT_BLOB_URL is a string attribute that plays a crucial role in accessing and managing data within Azure's blob storage service. This setting specifically provides the URL for the Azure storage account blob, enabling direct access to the storage service. It is essential for various operations involving blob storage, ensuring seamless interaction with the data stored.","647be47c939b4d72f1c0b29a2e0d2cb2,d27237468a1b9e89110eeeca8080f63c",,1,463,824d93d9840a4b7c8b1f31bc6816b497,1,,,824d93d9840a4b7c8b1f31bc6816b497,0,0
0,MODEL,"PROPERTY, CONFIGURATION",The model is a string attribute that identifies the name of the model to be used for the LLM (Language Model) configuration.,647be47c939b4d72f1c0b29a2e0d2cb2,15,1,464,f209a808f1f04a5699601e672f4abd06,1,,,f209a808f1f04a5699601e672f4abd06,0,0
0,REQUEST_TIMEOUT,"PROPERTY, CONFIGURATION",The request_timeout is a float attribute that defines the timeout duration for each request made to the LLM (Language Model) service.,647be47c939b4d72f1c0b29a2e0d2cb2,,1,465,ccb335166f6c4564ac1c61549d8ded50,1,,,ccb335166f6c4564ac1c61549d8ded50,0,0
0,ORGANIZATION,"PROPERTY, CONFIGURATION",The organization is a string attribute that identifies the client organization using the LLM (Language Model) service.,647be47c939b4d72f1c0b29a2e0d2cb2,,1,466,cbe1a41a82aa4f268e8264568b25938f,1,,,cbe1a41a82aa4f268e8264568b25938f,0,0
0,PROXY,"PROPERTY, CONFIGURATION",The proxy is a string attribute that specifies the URL of the proxy server to be used when making requests to the LLM (Language Model) service.,647be47c939b4d72f1c0b29a2e0d2cb2,,1,467,28e7639f55ce464c8a080cbb2c745fa2,1,,,28e7639f55ce464c8a080cbb2c745fa2,0,0
0,COGNITIVE_SERVICES_ENDPOINT,"PROPERTY, CONFIGURATION","The cognitive_services_endpoint is a string attribute that provides the URL endpoint for cognitive services, used for accessing additional AI services.",647be47c939b4d72f1c0b29a2e0d2cb2,,1,468,3f3a2d7aa1294116814f0b4d89baa23d,1,,,3f3a2d7aa1294116814f0b4d89baa23d,0,0
0,MODEL_SUPPORTS_JSON,"PROPERTY, CONFIGURATION","The MODEL_SUPPORTS_JSON is a boolean attribute serving as a configuration parameter for the Language Model (LLM). This flag determines whether the model is capable of generating responses in JSON format. When enabled, it facilitates JSON-mode output, accommodating structured data requirements for various applications and integrations.","3c66b7e86b3675fce14fe0047ae731aa,647be47c939b4d72f1c0b29a2e0d2cb2",,2,469,3073b33926bd4f33807ffa3befacefaf,2,,,3073b33926bd4f33807ffa3befacefaf,0,0
0,TOKENS_PER_MINUTE,"PROPERTY, CONFIGURATION","The ""tokens_per_minute"" is an integral configuration parameter that governs the rate at which tokens can be consumed by the LLM (Language Model) service. It acts as a leaky-bucket throttle, setting a limit on the number of tokens processed per minute, thereby controlling the pace of token usage in requests. This attribute is crucial for managing the service's token consumption rate, ensuring efficient and controlled processing.","3c66b7e86b3675fce14fe0047ae731aa,647be47c939b4d72f1c0b29a2e0d2cb2",,1,470,2b916117691c4872a9c4e4888d4fe4ab,1,,,2b916117691c4872a9c4e4888d4fe4ab,0,0
0,REQUESTS_PER_MINUTE,"PROPERTY, CONFIGURATION","The requests_per_minute is an integer attribute that serves as a critical configuration parameter for managing the rate of incoming requests to the LLM (Language Model) service. It sets a throttle limit, implementing a leaky-bucket algorithm to control the number of requests processed per minute. This mechanism ensures that the service can handle requests at a sustainable rate, preventing overload and maintaining optimal performance.","3c66b7e86b3675fce14fe0047ae731aa,647be47c939b4d72f1c0b29a2e0d2cb2",,2,471,1f7b02bf486e4f42b23e9cb1a63207f3,2,,,1f7b02bf486e4f42b23e9cb1a63207f3,0,0
0,MAX_RETRIES,"PROPERTY, CONFIGURATION","The ""MAX_RETRIES"" is an integer attribute that plays a crucial role in the configuration of request handling in the LLM (Language Model) service. It specifies the maximum number of retries to be attempted when a request fails, ensuring that the system has multiple opportunities to successfully process the request before giving up. This parameter is essential for managing the reliability and resilience of the service, as it determines how persistent the system will be in the face of temporary failures or network issues. By setting the ""MAX_RETRIES"" value, users can balance between the need for robustness and the risk of wasting resources on repeatedly attempting doomed requests.","3c66b7e86b3675fce14fe0047ae731aa,647be47c939b4d72f1c0b29a2e0d2cb2",,2,472,e744c118ae7f4638a01d060bbaedd6e9,2,,,e744c118ae7f4638a01d060bbaedd6e9,0,0
0,MAX_RETRY_WAIT,"PROPERTY, CONFIGURATION","The ""MAX_RETRY_WAIT"" is a float attribute that plays a crucial role in the configuration of retry mechanisms for failed requests to the LLM (Language Model) service. It specifies the maximum backoff time before a failed request is retried, effectively determining the upper limit for the wait time before initiating a retry. This parameter is essential for managing the retry strategy in the context of service requests, ensuring that there is an optimal balance between persistence and resource management.","3c66b7e86b3675fce14fe0047ae731aa,647be47c939b4d72f1c0b29a2e0d2cb2",,1,473,e1c1080c717d437996def1a41772d179,1,,,e1c1080c717d437996def1a41772d179,0,0
0,SLEEP_ON_RATE_LIMIT_RECOMMENDATION,"PROPERTY, CONFIGURATION","The sleep_on_rate_limit_recommendation is a boolean configuration parameter that governs the system's behavior when encountering rate limit recommendations from the LLM (Language Model) service. When set to true, the system will pause and adhere to sleep recommendations upon reaching rate limits, ensuring compliance with service limitations and optimizing resource usage. This flag enables control over how the system responds to rate limit encounters, providing a mechanism to manage system performance and service adherence.","3c66b7e86b3675fce14fe0047ae731aa,647be47c939b4d72f1c0b29a2e0d2cb2",,1,474,63fba9a7c47a4f14ac0bee6bc90d0fea,1,,,63fba9a7c47a4f14ac0bee6bc90d0fea,0,0
0,URL ENDPOINT,"PROPERTY, CONFIGURATION","The url endpoint is the specific address used to access cognitive services, such as Azure's deployment for machine learning models. It is a configuration parameter that determines where requests are sent.>",3c66b7e86b3675fce14fe0047ae731aa,,2,475,6bfc2395b4f54a528a1ebac94a43acb8,2,,,6bfc2395b4f54a528a1ebac94a43acb8,0,0
0,CONCURRENT_REQUESTS,"PROPERTY, CONFIGURATION",The concurrent_requests is an integer that specifies the number of open requests to allow at once. It is a configuration parameter that manages the concurrency of requests.>,3c66b7e86b3675fce14fe0047ae731aa,,1,476,1cce5cebf437428eb1a60dffbdfa603f,1,,,1cce5cebf437428eb1a60dffbdfa603f,0,0
0,TEMPERATURE,"PROPERTY, CONFIGURATION",The temperature is a float that specifies the temperature to use in generating completions. It is a configuration parameter that influences the randomness of model outputs.>,3c66b7e86b3675fce14fe0047ae731aa,,2,477,dc94039d6643460ca3c66150b9087129,2,,,dc94039d6643460ca3c66150b9087129,0,0
0,TOP_P,"PROPERTY, CONFIGURATION",The top_p is a float that specifies the top-p value to use in generating completions. It is a configuration parameter that influences the diversity of model outputs.>,3c66b7e86b3675fce14fe0047ae731aa,,1,478,f197d75f159943f8a3ff441199790bc7,1,,,f197d75f159943f8a3ff441199790bc7,0,0
0,N,"PROPERTY, CONFIGURATION",The n is an integer that specifies the number of completions to generate. It is a configuration parameter that determines the quantity of completions returned by the model.>,3c66b7e86b3675fce14fe0047ae731aa,,1,479,4d8890c699684c9381105b03b0b41b03,1,,,4d8890c699684c9381105b03b0b41b03,0,0
0,STAGGER,"PROPERTY, CONFIGURATION",The stagger is a float that specifies the threading stagger value for parallelization. It is a configuration parameter that influences the scheduling of threads.>,3c66b7e86b3675fce14fe0047ae731aa,,1,480,b1658adfa43847eabad1437db235e858,1,,,b1658adfa43847eabad1437db235e858,0,0
0,NUM_THREADS,"PROPERTY, CONFIGURATION",The num_threads is an integer that specifies the maximum number of work threads for parallelization. It is a configuration parameter that determines the number of threads used for processing.>,3c66b7e86b3675fce14fe0047ae731aa,,1,481,a1773cac7d4c4939aec965660e5015fe,1,,,a1773cac7d4c4939aec965660e5015fe,0,0
0,ASYNC_MODE,"PROPERTY, CONFIGURATION","ASYNC_MODE is a pivotal configuration property within the system, serving as a top-level setting that dictates the asynchronous processing mode. It is set to either asyncio or threaded, with asyncio indicating that the system is configured to use asyncio for asynchronous operations. This setting is found in the Async Mode top-level configuration and is referenced across various sections, including entity extraction, summarization, and claim extraction strategies. ASYNC_MODE is crucial for defining how tasks are handled concurrently, enabling the system to operate in asynchronous mode and facilitate concurrent processing of tasks. It is a configuration field within community_reports, highlighting its significance in specifying settings related to asynchronous processing in the system.","1b24101de07b1c195448240237b84b37,3c66b7e86b3675fce14fe0047ae731aa,53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,9cbd4e21339eeed5e22a638e52a094cb,d27237468a1b9e89110eeeca8080f63c",2,5,482,6a054cb59fb44cf494b93988b5f88833,5,,,6a054cb59fb44cf494b93988b5f88833,0,0
0,BATCH_SIZE,"PROPERTY, CONFIGURATION","The entity ""BATCH_SIZE"" refers to an integer configuration parameter known as the batch size, which is crucial in determining the maximum number of items to be processed in a single batch for embeddings. This setting significantly influences the efficiency and resource usage of the system by specifying the size of batches for processing embeddings, ensuring optimal performance and resource management.","3c66b7e86b3675fce14fe0047ae731aa,d27237468a1b9e89110eeeca8080f63c",,1,483,e7b103a52e384e3e8bf14105223e7e82,1,,,e7b103a52e384e3e8bf14105223e7e82,0,0
0,BATCH_MAX_TOKENS,"PROPERTY, CONFIGURATION","The entity ""BATCH_MAX_TOKENS"" is an integer configuration parameter that plays a crucial role in managing computational resources and processing time within the context of embeddings. It specifies the maximum number of tokens that can be processed in a single batch, thereby controlling the batch size for embeddings. This setting ensures efficient use of resources and helps in optimizing the processing time by limiting the batch size to a manageable number of tokens.","3c66b7e86b3675fce14fe0047ae731aa,d27237468a1b9e89110eeeca8080f63c",,1,484,3f1042452c254cecaf7189e89162adc8,1,,,3f1042452c254cecaf7189e89162adc8,0,0
0,TARGET,"PROPERTY, CONFIGURATION","The TARGET is a pivotal configuration parameter within the text-embedding process. It functions as a setting that dictates which specific set of embeddings should be emitted, either limiting the output to those deemed required or encompassing all available embeddings. This versatile parameter plays a crucial role in shaping the output of the embeddings, thereby impacting the overall text-embedding procedure. By adjusting the TARGET, users can tailor the output to meet their specific needs, whether it's a focused set of embeddings or a comprehensive collection.","3c66b7e86b3675fce14fe0047ae731aa,d27237468a1b9e89110eeeca8080f63c",2,1,485,fd31d549420744d1bd1a6b1112a9a6ba,1,,,fd31d549420744d1bd1a6b1112a9a6ba,0,0
0,SKIP,"PROPERTY, CONFIGURATION","The ""skip"" is a configuration parameter utilized in the text-embedding process. It manifests as a list of strings, each representing an embedding that should be excluded from processing. This feature enables customization and optimization of the output by allowing certain embeddings to be bypassed, catering to specific requirements or preferences in the data processing pipeline.","3c66b7e86b3675fce14fe0047ae731aa,d27237468a1b9e89110eeeca8080f63c",,0,486,f7ab348030714072a277682b51f7c588,0,,,f7ab348030714072a277682b51f7c588,0,0
0,STRATEGY,"PROPERTY, CONFIGURATION","The entity ""STRATEGY"" is a versatile and critical configuration property utilized in various text processing tasks. It serves as a dictionary setting that enables the full override of default strategies in entity extraction, summarization, claim extraction, and text embedding. This setting is pivotal for customizing the algorithms and rules applied to these processes, offering flexibility in how text is processed and embedded. By fully overriding the entity extraction process and text-embedding strategy, the ""STRATEGY"" entity empowers users to tailor the text processing methods to their specific needs, enhancing the precision and effectiveness of the analysis.","3c66b7e86b3675fce14fe0047ae731aa,9cbd4e21339eeed5e22a638e52a094cb,abac77a5673e907cf8d65161c2612784,d27237468a1b9e89110eeeca8080f63c",2,5,487,2139b0906dc541e094138a978d070416,5,,,2139b0906dc541e094138a978d070416,0,0
0,SIZE,"PROPERTY, CONFIGURATION","The entity ""SIZE"" refers to an integer configuration parameter that plays a crucial role in the processing of data. Specifically, it defines the maximum chunk size in tokens, which is instrumental in managing the size of text segments for processing. This setting ensures that the data is divided into manageable chunks, optimizing the efficiency and effectiveness of the processing tasks.","3c66b7e86b3675fce14fe0047ae731aa,d27237468a1b9e89110eeeca8080f63c",,1,488,ff5466607e5d4453b1d833629292f664,1,,,ff5466607e5d4453b1d833629292f664,0,0
0,PARALLELIZATION,"CONFIGURATION, SETTING","Parallelization is a pivotal configuration property found in the top-level settings of various systems, particularly in entity extraction and community_reports. It serves as a critical parameter that dictates how tasks are processed in parallel, enabling the distribution of tasks across multiple processors or threads. This distribution is aimed at enhancing performance and efficiency by optimizing the concurrent processing of tasks. Parallelization is referenced in multiple sections of the configuration, underscoring its importance in managing and improving the system's processing capabilities.","53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,9cbd4e21339eeed5e22a638e52a094cb,abac77a5673e907cf8d65161c2612784,d27237468a1b9e89110eeeca8080f63c",2,5,489,71f95003936e46a98d90757ffd845d40,5,,,71f95003936e46a98d90757ffd845d40,0,0
0,OVERLAP,"CONFIGURATION, SETTING","overlap is an integer setting that specifies the chunk overlap in tokens, which helps in maintaining context across adjacent chunks during the chunking process.",d27237468a1b9e89110eeeca8080f63c,,1,490,bada987ea7da4c939393ee1c3d08ccd4,1,,,bada987ea7da4c939393ee1c3d08ccd4,0,0
0,GROUP_BY_COLUMNS,"CONFIGURATION, SETTING","group_by_columns is a list of strings that specifies fields to group documents by before chunking, which can help in organizing and processing related documents together.",d27237468a1b9e89110eeeca8080f63c,,0,491,d0a274e7934d446fb91847bb53a961a6,0,,,d0a274e7934d446fb91847bb53a961a6,0,0
0,CACHE,"CONFIGURATION, SETTING","""CACHE"" is a pivotal configuration section designed to outline the caching strategy for a pipeline. It enables the specification of the cache type, a critical factor in performance optimization and resource management within the pipeline. The cache types that can be defined under ""CACHE"" include file, memory, and blob, each catering to different storage and access requirements. Additionally, ""CACHE"" encompasses further parameters for detailed cache configuration, such as connection strings for accessing external storage and directories for specifying cache locations. This comprehensive control over caching aspects facilitates efficient data handling and retrieval, enhancing the overall performance and reliability of the pipeline.","d27237468a1b9e89110eeeca8080f63c,e01c546120a27319dcbdf7a6b89bab26",4,1,492,0a799eab61bc4e6b884db6689f9c2c4a,1,,,0a799eab61bc4e6b884db6689f9c2c4a,0,0
0,STORAGE,"CONFIGURATION, SETTING","The STORAGE entity represents a critical configuration section within a system, specifically designed to manage and define the output strategy for data pipelines. This section encompasses various storage settings, enabling the selection of storage types, including file, memory, or blob. For blob storage, STORAGE facilitates the input of a connection string and container name, essential for establishing a connection to the blob storage service. When file storage is chosen, STORAGE allows for the specification of a base directory, relative to the root, for writing reports. This comprehensive configuration flexibility ensures that STORAGE can be tailored to meet the specific needs of different environments and use cases, optimizing data handling and output strategies.","abac77a5673e907cf8d65161c2612784,d27237468a1b9e89110eeeca8080f63c,e01c546120a27319dcbdf7a6b89bab26",4,4,493,8c34cd494a63438dac219c1dc0f73100,4,,,8c34cd494a63438dac219c1dc0f73100,0,0
0,REPORTING,"CONFIGURATION, SETTING","Reporting is a critical configuration section that manages settings associated with the generation, storage, and access of reports within the Motor Control and Drive Systems domain. This section encompasses various reporting types, such as file, console, or blob, and provides detailed instructions for each. For instance, when the blob type is selected, the reporting settings include a connection string and container name for proper data management. Additionally, the base directory for writing reports is specified relative to the root, ensuring organized and accessible report storage. Through these comprehensive settings, the reporting section facilitates efficient and tailored reporting functionalities, enabling users to customize and manage reports according to their specific needs.","abac77a5673e907cf8d65161c2612784,d27237468a1b9e89110eeeca8080f63c",4,2,494,c6f428af0c5e4f629902fd5455bf19ac,2,,,c6f428af0c5e4f629902fd5455bf19ac,0,0
0,STORAGE ACCOUNT BLOB URL,"PROPERTY, CONFIGURATION",The storage account blob URL is a configuration property used to specify the URL of the Azure Storage account blob. It is used in blob storage type configurations.,abac77a5673e907cf8d65161c2612784,4,3,495,d1fd271d16c348019c2fcced762b35a2,3,,,d1fd271d16c348019c2fcced762b35a2,0,0
0,FIELDS,"CONCEPT, CONFIGURATION","Fields represent the specific configuration options or parameters within a given section, such as storage or reporting.",abac77a5673e907cf8d65161c2612784,4,8,496,ffa128c9c0c84d39bad1bba8cfa4adc5,8,,,ffa128c9c0c84d39bad1bba8cfa4adc5,0,0
0,CONNECTION STRING,"PROPERTY, CONFIGURATION","The Connection String, a crucial configuration property specific to blob storage type, is employed to designate the Azure Storage connection string. This property facilitates the establishment of a link to blob storage, enabling seamless interaction and management of data within the Azure environment.","a3e5bacdf64bcaf080a04c7dd8218484,abac77a5673e907cf8d65161c2612784",4,2,497,058f66cc356b43cc9433bd3c8d57fa46,2,,,058f66cc356b43cc9433bd3c8d57fa46,0,0
0,BASE DIR,"PROPERTY, CONFIGURATION","Base Dir is a configuration property that specifies the base directory to write reports to, relative to the root.",abac77a5673e907cf8d65161c2612784,4,1,498,ff74091eaba246698fcae59c21eec828,1,,,ff74091eaba246698fcae59c21eec828,0,0
0,ASYNC MODE,"PROPERTY, CONFIGURATION","Async Mode is a configuration property used in entity extraction, specifying whether to process text asynchronously.",abac77a5673e907cf8d65161c2612784,2,1,499,f6cbbf1b8f4b48a28a16e4dd8976b9bb,1,,,f6cbbf1b8f4b48a28a16e4dd8976b9bb,0,0
0,PROMPT,"PROPERTY, CONFIGURATION","Prompt is a configuration property used in entity extraction, specifying the prompt file to use for guiding the text analysis.",abac77a5673e907cf8d65161c2612784,2,1,500,757ca40654d5476aa949a26b733be8d4,1,,,757ca40654d5476aa949a26b733be8d4,0,0
0,ENTITY TYPES,"PROPERTY, CONFIGURATION","Entity Types is a configuration property used in entity extraction, specifying the types of entities to identify.",abac77a5673e907cf8d65161c2612784,2,1,501,539d55e7c42e44b59d98f59fae3e0ee1,1,,,539d55e7c42e44b59d98f59fae3e0ee1,0,0
0,MAX GLEANINGS,"PROPERTY, CONFIGURATION","Max Gleanings is a configuration property used in entity extraction, specifying the maximum number of gleaning cycles to use.",abac77a5673e907cf8d65161c2612784,2,1,502,3785eeadea9042bfb2e50f16c0397a12,1,,,3785eeadea9042bfb2e50f16c0397a12,0,0
0,SUMMARIZE DESCRIPTIONS,"CONCEPT, CONFIGURATION","Summarize Descriptions is a configuration section that deals with settings for summarizing descriptions, including the LLM (Language Model), parallelization, async mode, and prompt.",abac77a5673e907cf8d65161c2612784,4,1,503,48cd97f2297143e09d61ff2a8542c0c5,1,,,48cd97f2297143e09d61ff2a8542c0c5,0,0
0,CONTAINER NAME,,"The CONTAINER NAME is a crucial configuration property, specifically designed for blob storage in the Motor Control and Drive Systems domain. This property, applicable exclusively to blob type storage, determines the container that will be utilized for storing blob data. By defining the CONTAINER NAME, users can effectively manage and access their blob storage resources, ensuring optimal data handling and retrieval within their systems.","a3e5bacdf64bcaf080a04c7dd8218484,abac77a5673e907cf8d65161c2612784",4,2,504,ff95eb0d5f7f49b782027d5c7ae3c3fe,2,,,ff95eb0d5f7f49b782027d5c7ae3c3fe,0,0
0,PROMPT STR,"CONFIGURATION, SETTING","Prompt STR is a pivotal configuration field within the community_reports framework, serving a dual role in specifying the prompt file for both report generation and a range of AI-driven processes. As a string value, it points to a file that is crucial for entity extraction, summarization, and claim extraction tasks. This setting is fundamental in defining the initial input or guidance for the AI or machine learning models engaged in these activities, ensuring that the models are accurately directed and that the reports generated are comprehensive and relevant. By configuring Prompt STR, users can tailor the input parameters to meet specific requirements, enhancing the precision and effectiveness of the AI models in processing and analyzing data.","53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,9cbd4e21339eeed5e22a638e52a094cb",2,3,505,086da554db5b4ad5806aedeb0024197c,3,,,086da554db5b4ad5806aedeb0024197c,0,0
0,ENTITY_TYPES,"CONFIGURATION, SETTING",entity_types is a list of strings that defines the types of entities to identify during the entity extraction process. This setting is crucial for specifying the categories of information to be recognized and extracted from the text.>,9cbd4e21339eeed5e22a638e52a094cb,,0,506,216ee8a907a0466a88b27f8ada19ffa0,0,,,216ee8a907a0466a88b27f8ada19ffa0,0,0
0,MAX_GLEANINGS,"CONFIGURATION, SETTING",max_gleanings is an integer setting that determines the maximum number of gleaning cycles to use in the entity extraction process. This setting is important for controlling the depth and thoroughness of the information extraction from the text.>,9cbd4e21339eeed5e22a638e52a094cb,,0,507,6fefb317687d4ac98efe39a52f3e190f,0,,,6fefb317687d4ac98efe39a52f3e190f,0,0
0,SUMMARIZE_DESCRIPTIONS,"PROCESS, FUNCTION","summarize_descriptions is a process or function that involves summarizing the descriptions of entities. It utilizes the llm (language model), parallelization, and async_mode settings, and has its own strategy for summarization. This process is essential for generating concise and informative summaries of entity descriptions.>",9cbd4e21339eeed5e22a638e52a094cb,2,6,508,320d9d91238948a8be67972ccceab878,6,,,320d9d91238948a8be67972ccceab878,0,0
0,MAX_LENGTH,"CONFIGURATION, SETTING","MAX_LENGTH is a crucial configuration field found within the community_reports settings. It serves as an integer-based limit, specifying the maximum number of output tokens per summarization or report. This setting is essential for controlling the length of the generated text, ensuring that the report output remains within acceptable and manageable limits. By defining MAX_LENGTH, users can effectively manage the size of their reports, making the information more digestible and easier to handle.","53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,9cbd4e21339eeed5e22a638e52a094cb",2,1,509,bdcbcccadd474b3bbe9a8f56c811bab4,1,,,bdcbcccadd474b3bbe9a8f56c811bab4,0,0
0,CLAIM_EXTRACTION,"PROCESS, FUNCTION","claim_extraction is a process or function that involves identifying and extracting claims from text. It has a boolean setting 'enabled' to toggle its functionality, and utilizes the llm, parallelization, and async_mode settings. This process is essential for identifying assertions or statements of fact within the text.>",9cbd4e21339eeed5e22a638e52a094cb,2,5,510,f127fc4d87f94794be89134406ba0694,5,,,f127fc4d87f94794be89134406ba0694,0,0
0,COMMUNITY_REPORTS,"PROCESS, FUNCTION","The ""community_reports"" is a pivotal configuration section and process within the system, designed to manage and generate comprehensive reports based on data from various community sources. This dual-function entity includes several customizable fields for optimization, such as LLM (likely referring to Large Language Model), parallelization, async_mode, prompt, max_length, max_input_length, and strategy dict settings. These settings enable the process to operate efficiently and effectively, tailoring the report generation to specific needs. The ""community_reports"" process itself leverages the aforementioned settings, particularly LLM, parallelization, and async_mode, to compile and analyze data. Its unique strategy for report generation ensures that the output is insightful and valuable for understanding community dynamics and identifying potential collaboration opportunities or knowledge gaps.","53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,9cbd4e21339eeed5e22a638e52a094cb",2,6,511,c27966a4e3be434686454204ac7b3ab4,6,,,c27966a4e3be434686454204ac7b3ab4,0,0
0,GLEANINGS INT,"PROPERTY, CONFIGURATION",gleanings int is a configuration parameter that specifies the maximum number of gleaning cycles to use in the system. It is an integer value.,53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,,0,512,dab39f92d0ed468c80699f28c05c45fa,0,,,dab39f92d0ed468c80699f28c05c45fa,0,0
0,STRATEGY DICT,"PROPERTY, CONFIGURATION","The ""STRATEGY DICT"" is a versatile configuration setting within the system, designed to provide comprehensive control over various strategies, including graph embedding and claim extraction. This dictionary enables users to fully customize and override the default strategies, accommodating specific requirements or preferences. By containing a range of settings and rules, the STRATEGY DICT empowers users to tailor the system's behavior to better suit their needs, enhancing flexibility and adaptability in different contexts.","53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,b70cb2eda62c6afad9e8d22daafe61cc",2,4,513,3076f330d121489aa50964ce54a3b1ac,4,,,3076f330d121489aa50964ce54a3b1ac,0,0
0,MAX_INPUT_LENGTH,"PROPERTY, CONFIGURATION",max_input_length is a configuration field within community_reports that specifies the maximum number of input tokens to use when generating reports. It is an integer value that limits the size of the input for report generation.,53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,,0,514,c8e5d3afdcb54c8589e280f0c4a87417,0,,,c8e5d3afdcb54c8589e280f0c4a87417,0,0
0,CLUSTER_GRAPH,"PROPERTY, CONFIGURATION","cluster_graph is a configuration section that includes various fields for managing cluster graphs, such as max_cluster_size, strategy dict, and other settings related to graph clustering.",53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,2,1,515,f3d30627e19245649e497ab49bf0fa30,1,,,f3d30627e19245649e497ab49bf0fa30,0,0
0,MAX_CLUSTER_SIZE,"PROPERTY, CONFIGURATION",max_cluster_size is a configuration field within cluster_graph that specifies the maximum cluster size to emit. It is an integer value that limits the size of clusters in the graph.,53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,,0,516,e3f1098c3d984bc7b5f30b9c0101f7a6,0,,,e3f1098c3d984bc7b5f30b9c0101f7a6,0,0
0,EMBED_GRAPH,"PROPERTY, CONFIGURATION","embed_graph is a configuration section that includes various fields for managing graph embeddings, such as enabled, num_walks, walk_length, window_size, iterations, random_seed, and strategy dict settings.",53f1b5ad1d2f4ee5dfb53a8f1ff3ec14,2,1,517,24b4a5f4db67418cbfa08c5316f0ab51,1,,,24b4a5f4db67418cbfa08c5316f0ab51,0,0
